group,target,index,cov,coef,std_err,t,p>|t|,[0.025,0.975],mse,rss,n_vars,fraction
demographics,fvc,black,Income Level,-842.61,14.07,-59.89,0.0,-870.18,-815.03,392973.05,61510500100.51,8,-0.0
demographics,fvc,black,HS Graduate,-850.81,14.04,-60.58,0.0,-878.33,-823.28,391293.32,61247578949.45,9,-0.973166708204262
demographics,fvc,black,Immigrant,-804.73,14.88,-54.09,0.0,-833.89,-775.56,391074.69,61213356387.2,10,4.49555547643631
exposures,fvc,black,PM2.5,-854.43,14.14,-60.44,0.0,-882.14,-826.72,395587.63,61919749585.51,8,-0.0
exposures,fvc,black,Smoke Exposure,-852.86,14.14,-60.32,0.0,-880.57,-825.14,395521.79,61909444066.23,9,0.1837482298140206
anthropometrics,fev1,other,Height,-226.86,9.16,-24.75,0.0,-244.82,-208.9,201324.08,31512452463.83,8,-0.0
anthropometrics,fev1,other,Waist Circumference,-220.05,9.05,-24.31,0.0,-237.8,-202.31,196417.19,30744397045.93,9,3.0018513620735265
anthropometrics,fev1,other,Sit Height,-212.05,9.05,-23.44,0.0,-229.78,-194.31,195862.07,30657506560.53,10,6.52825531164595
anthropometrics,fev1,other,BMI,-211.88,9.05,-23.42,0.0,-229.61,-194.15,195770.37,30643153626.14,11,6.60319139557437
anthropometrics,fev1,other,Weight,-211.48,9.04,-23.38,0.0,-229.21,-193.75,195692.33,30630936940.08,12,6.779511593052994
anthropometrics,fev1,other,Hip Circumference,-211.49,9.04,-23.38,0.0,-229.22,-193.77,195692.26,30630926713.77,13,6.77510358811602
baseline,fev1,other,Baseline,-322.27,10.09,-31.95,0.0,-342.03,-302.5,244592.64,38285108222.95,0,-0.0
demographics,fev1,other,Income Level,-311.99,10.05,-31.06,0.0,-331.68,-292.3,242487.11,37955537653.34,8,-0.0
demographics,fev1,other,HS Graduate,-318.41,10.03,-31.75,0.0,-338.07,-298.76,241527.06,37805264821.79,9,-2.057758261482745
demographics,fev1,other,Immigrant,-295.41,10.38,-28.46,0.0,-315.75,-275.07,241413.75,37787529100.16,10,5.314272893361961
exposures,fev1,other,PM2.5,-311.93,10.09,-30.92,0.0,-331.71,-292.16,244049.97,38200165136.18,8,-0.0
exposures,fev1,other,Smoke Exposure,-311.52,10.09,-30.88,0.0,-331.29,-291.74,244008.9,38193737794.33,9,0.13143974609688872
anthropometrics,fvc,other,Height,-305.54,11.26,-27.14,0.0,-327.6,-283.47,303792.55,47551432778.18,8,-0.0
anthropometrics,fvc,other,Waist Circumference,-293.89,10.99,-26.74,0.0,-315.43,-272.35,289435.08,45304114961.9,9,3.8129213850887065
anthropometrics,fvc,other,Sit Height,-282.44,10.98,-25.73,0.0,-303.95,-260.92,288299.02,45126292817.22,10,7.560384892321798
anthropometrics,fvc,other,Weight,-282.48,10.98,-25.74,0.0,-303.99,-260.97,288236.95,45116576200.66,11,7.547293316750671
anthropometrics,fvc,other,BMI,-281.57,10.97,-25.67,0.0,-303.07,-260.07,287884.81,45061457591.96,12,7.845126660993659
anthropometrics,fvc,other,Hip Circumference,-281.1,10.97,-25.63,0.0,-302.6,-259.6,287791.24,45046812041.74,13,7.99895267395431
baseline,fvc,other,Baseline,-444.96,12.84,-34.67,0.0,-470.12,-419.81,396200.36,62015657013.23,0,-0.0
demographics,fvc,other,Income Level,-432.24,12.79,-33.8,0.0,-457.3,-407.17,392973.05,61510500100.51,8,-0.0
demographics,fvc,other,HS Graduate,-440.73,12.77,-34.53,0.0,-465.75,-415.71,391293.32,61247578949.45,9,-1.9641865630205462
demographics,fvc,other,Immigrant,-408.78,13.21,-30.94,0.0,-434.68,-382.89,391074.69,61213356387.2,10,5.427540255413668
exposures,fvc,other,PM2.5,-433.98,12.85,-33.79,0.0,-459.16,-408.81,395587.63,61919749585.51,8,-0.0
exposures,fvc,other,Smoke Exposure,-433.46,12.84,-33.75,0.0,-458.63,-408.28,395521.79,61909444066.23,9,0.11982118991659492
