group,target,index,cov,coef,std_err,t,p>|t|,[0.025,0.975],mse,rss,n_vars,fraction
anthropometrics,fev1,black,Arm Circumference,-273.71,54.62,-5.01,0.0,-380.84,-166.59,146153.43,262199255.68,12,41.34576234865531
anthropometrics,fev1,black,BMI,-363.05,66.24,-5.48,0.0,-492.96,-233.14,145690.73,261369168.36,13,22.20079288546019
anthropometrics,fev1,black,Arm Length,-364.87,66.31,-5.5,0.0,-494.93,-234.81,145641.09,261280122.7,15,21.810778956391292
anthropometrics,fev1,black,Weight,-364.03,67.57,-5.39,0.0,-496.55,-231.51,145640.75,261279502.88,16,21.99078538519233
baseline,fev1,black,Baseline,-477.36,29.65,-16.1,0.0,-535.5,-419.21,203831.29,365673325.98,0,-0.0
demographics,fev1,black,Immigrant,-460.95,29.74,-15.5,0.0,-519.28,-402.62,201687.58,361827526.97,8,-0.0
demographics,fev1,black,HS Graduate,-452.93,29.76,-15.22,0.0,-511.29,-394.57,200474.34,359650957.07,9,1.7398850200672484
demographics,fev1,black,Poverty Ratio,-451.54,29.73,-15.19,0.0,-509.84,-393.24,199857.67,358544653.7,10,2.0414361644429913
demographics,fev1,black,Household Size,-450.06,29.74,-15.14,0.0,-508.38,-391.74,199625.71,358128525.4,11,2.362512203058897
demographics,fev1,black,Military Health,-450.17,29.73,-15.14,0.0,-508.47,-391.87,199380.81,357689173.04,12,2.3386484434320365
demographics,fev1,black,Private Insurance,-449.22,29.74,-15.11,0.0,-507.54,-390.89,199247.87,357450680.09,13,2.5447445493003498
demographics,fev1,black,Veteran,-450.13,29.75,-15.13,0.0,-508.47,-391.78,199107.83,357199444.6,14,2.3473261742054436
demographics,fev1,black,English Language,-446.69,29.95,-14.92,0.0,-505.43,-387.95,198998.64,357003555.0,15,3.0936110207180803
demographics,fev1,black,Married,-443.25,30.19,-14.68,0.0,-502.47,-384.03,198907.77,356840536.2,16,3.839895867230717
demographics,fev1,black,Health Insurance,-443.1,30.21,-14.67,0.0,-502.34,-383.86,198898.85,356824533.79,17,3.872437357630972
demographics,fev1,black,Race,-443.1,30.21,-14.67,0.0,-502.34,-383.86,198898.85,356824533.79,18,3.872437357630972
exposures,fev1,black,Smoke Exposure,-476.37,29.65,-16.06,0.0,-534.53,-418.21,203650.76,365349460.23,8,-0.0
exposures,fev1,black,Work Air,-476.36,29.66,-16.06,0.0,-534.53,-418.18,203632.51,365316724.91,9,0.0020992085983565097
anthropometrics,fvc,black,Height,-662.93,32.36,-20.49,0.0,-726.4,-599.47,242629.81,435277880.84,8,-0.0
anthropometrics,fvc,black,Waist Circumference,-655.54,31.42,-20.86,0.0,-717.17,-593.91,228553.68,410025307.03,9,1.1147481634561698
anthropometrics,fvc,black,Sit Height,-510.13,58.02,-8.79,0.0,-623.93,-396.32,227422.18,407995386.57,10,23.049190713951695
anthropometrics,fvc,black,Leg Length,-478.15,58.88,-8.12,0.0,-593.64,-362.67,226294.55,405972419.99,11,27.87322945107326
anthropometrics,fvc,black,Arm Circumference,-406.57,67.88,-5.99,0.0,-539.7,-273.44,225728.48,404956890.45,12,38.67074955123467
anthropometrics,fvc,black,BMI,-519.11,82.31,-6.31,0.0,-680.55,-357.67,224994.21,403639606.06,13,21.69459822304013
anthropometrics,fvc,black,Arm Length,-522.26,82.33,-6.34,0.0,-683.73,-360.79,224765.96,403230136.75,14,21.219434932798332
anthropometrics,fvc,black,Weight,-520.42,83.9,-6.2,0.0,-684.99,-355.86,224580.12,402896729.1,16,21.496990632495137
baseline,fvc,black,Baseline,-678.25,38.69,-17.53,0.0,-754.12,-602.37,347063.64,622632163.71,0,-0.0
demographics,fvc,black,Poverty Ratio,-669.82,38.59,-17.36,0.0,-745.52,-594.13,344142.35,617391373.6,8,-0.0
demographics,fvc,black,Immigrant,-653.92,38.76,-16.87,0.0,-729.95,-577.9,341911.6,613389407.53,9,2.3737720581648936
demographics,fvc,black,HS Graduate,-647.68,38.83,-16.68,0.0,-723.84,-571.52,341026.97,611802378.43,10,3.3053656206145083
demographics,fvc,black,Household Size,-645.13,38.83,-16.62,0.0,-721.28,-568.98,340340.96,610571674.15,11,3.686064912961699
demographics,fvc,black,Military Health,-645.28,38.81,-16.63,0.0,-721.4,-569.17,339850.33,609691498.65,12,3.663670836941279
demographics,fvc,black,English Language,-639.24,39.05,-16.37,0.0,-715.83,-562.64,339497.88,609059192.29,13,4.565405631363656
demographics,fvc,black,Married,-634.62,39.39,-16.11,0.0,-711.88,-557.36,339343.62,608782462.28,14,5.255143172792697
demographics,fvc,black,Veteran,-635.48,39.41,-16.12,0.0,-712.77,-558.18,339226.91,608573082.06,15,5.126750470275601
demographics,fvc,black,Private Insurance,-634.9,39.42,-16.1,0.0,-712.23,-557.58,339113.02,608368760.07,16,5.213340897554577
demographics,fvc,black,Health Insurance,-634.11,39.43,-16.08,0.0,-711.44,-556.79,338866.2,607925957.62,17,5.331283031262135
demographics,fvc,black,Race,-634.11,39.43,-16.08,0.0,-711.44,-556.79,338866.2,607925957.62,18,5.331283031262135
exposures,fvc,black,Smoke Exposure,-677.28,38.7,-17.5,0.0,-753.19,-601.38,346892.19,622324597.45,8,-0.0
exposures,fvc,black,Work Air,-677.25,38.7,-17.5,0.0,-753.16,-601.34,346740.65,622052731.86,9,0.004429482636424037
anthropometrics,fev1,hispanic,Height,-31.79,24.55,-1.3,0.2,-79.94,16.35,152726.22,273990832.62,8,-0.0
anthropometrics,fev1,hispanic,Waist Circumference,-30.99,24.17,-1.28,0.2,-78.39,16.41,147922.34,265372673.16,9,2.516514627241273
anthropometrics,fev1,hispanic,Leg Length,-37.42,24.22,-1.55,0.12,-84.93,10.08,147231.58,264133446.03,10,-17.70997168921045
anthropometrics,fev1,hispanic,Sit Height,18.9,30.27,0.62,0.53,-40.46,78.26,146446.89,262725727.13,11,159.45265806857503
anthropometrics,fev1,hispanic,Arm Circumference,36.19,31.6,1.15,0.25,-25.78,98.15,146153.43,262199255.68,12,213.84083044982697
anthropometrics,fev1,hispanic,BMI,5.33,34.12,0.16,0.88,-61.59,72.25,145690.73,261369168.36,13,116.76627870399496
anthropometrics,fev1,hispanic,Arm Length,5.84,34.14,0.17,0.86,-61.12,72.81,145641.09,261280122.7,15,118.37055677886127
anthropometrics,fev1,hispanic,Weight,6.19,34.57,0.18,0.86,-61.61,73.99,145640.75,261279502.88,16,119.47153192827932
baseline,fev1,hispanic,Baseline,-288.44,25.63,-11.26,0.0,-338.7,-238.18,203831.29,365673325.98,0,-0.0
demographics,fev1,hispanic,Immigrant,-201.53,32.38,-6.22,0.0,-265.03,-138.02,201687.58,361827526.97,8,-0.0
demographics,fev1,hispanic,HS Graduate,-177.94,33.08,-5.38,0.0,-242.82,-113.06,200474.34,359650957.07,9,11.70545328238972
demographics,fev1,hispanic,Poverty Ratio,-172.74,33.11,-5.22,0.0,-237.68,-107.8,199857.67,358544653.7,10,14.285714285714281
demographics,fev1,hispanic,Household Size,-167.8,33.28,-5.04,0.0,-233.07,-102.53,199625.71,358128525.4,11,16.73696223887262
demographics,fev1,hispanic,Military Health,-167.42,33.27,-5.03,0.0,-232.67,-102.17,199380.81,357689173.04,12,16.925519773730965
demographics,fev1,hispanic,Private Insurance,-165.39,33.32,-4.96,0.0,-230.74,-100.04,199247.87,357450680.09,13,17.93281397310575
demographics,fev1,hispanic,Veteran,-166.87,33.34,-5.0,0.0,-232.27,-101.48,199107.83,357199444.6,14,17.19843199523644
demographics,fev1,hispanic,English Language,-174.92,34.32,-5.1,0.0,-242.24,-107.6,198998.64,357003555.0,15,13.203989480474378
demographics,fev1,hispanic,Married,-173.3,34.37,-5.04,0.0,-240.72,-105.89,198907.77,356840536.2,16,14.007840023817788
demographics,fev1,hispanic,Health Insurance,-173.69,34.41,-5.05,0.0,-241.17,-106.2,198898.85,356824533.79,17,13.814320448568454
demographics,fev1,hispanic,Race,-173.69,34.41,-5.05,0.0,-241.17,-106.2,198898.85,356824533.79,18,13.814320448568454
exposures,fev1,hispanic,Smoke Exposure,-290.16,25.66,-11.31,0.0,-340.48,-239.83,203650.76,365349460.23,8,-0.0
exposures,fev1,hispanic,Work Air,-290.3,25.67,-11.31,0.0,-340.64,-239.96,203632.51,365316724.91,9,-0.04824924179762419
anthropometrics,fvc,hispanic,Height,-72.48,30.94,-2.34,0.02,-133.16,-11.79,242629.81,435277880.84,8,-0.0
anthropometrics,fvc,hispanic,Waist Circumference,-71.1,30.04,-2.37,0.02,-130.02,-12.19,228553.68,410025307.03,9,1.903973509933788
anthropometrics,fvc,hispanic,Sit Height,-2.99,37.7,-0.08,0.94,-76.93,70.95,227422.18,407995386.57,10,95.87472406181016
anthropometrics,fvc,hispanic,Leg Length,-4.67,37.62,-0.12,0.9,-78.46,69.11,226294.55,405972419.99,11,93.55684326710816
anthropometrics,fvc,hispanic,Arm Circumference,19.34,39.27,0.49,0.62,-57.67,96.35,225728.48,404956890.45,12,126.68322295805739
anthropometrics,fvc,hispanic,BMI,-19.53,42.4,-0.46,0.65,-102.69,63.63,224994.21,403639606.06,13,73.0546357615894
anthropometrics,fvc,hispanic,Arm Length,-18.17,42.4,-0.43,0.67,-101.33,65.0,224765.96,403230136.75,14,74.93101545253863
anthropometrics,fvc,hispanic,Weight,-15.85,42.93,-0.37,0.71,-100.04,68.34,224580.12,402896729.1,16,78.13189845474614
baseline,fvc,hispanic,Baseline,-439.35,33.44,-13.14,0.0,-504.94,-373.77,347063.64,622632163.71,0,-0.0
demographics,fvc,hispanic,Poverty Ratio,-406.25,34.38,-11.82,0.0,-473.67,-338.82,344142.35,617391373.6,8,-0.0
demographics,fvc,hispanic,Immigrant,-320.67,42.47,-7.55,0.0,-403.98,-237.37,341911.6,613389407.53,9,21.06584615384615
demographics,fvc,hispanic,HS Graduate,-302.62,43.25,-7.0,0.0,-387.45,-217.79,341026.97,611802378.43,10,25.508923076923075
demographics,fvc,hispanic,Household Size,-294.12,43.45,-6.77,0.0,-379.34,-208.89,340340.96,610571674.15,11,27.60123076923077
demographics,fvc,hispanic,Military Health,-293.59,43.43,-6.76,0.0,-378.77,-208.4,339850.33,609691498.65,12,27.731692307692313
demographics,fvc,hispanic,English Language,-308.23,44.74,-6.89,0.0,-395.99,-220.48,339497.88,609059192.29,13,24.127999999999997
demographics,fvc,hispanic,Married,-305.94,44.82,-6.83,0.0,-393.84,-218.05,339343.62,608782462.28,14,24.691692307692307
demographics,fvc,hispanic,Veteran,-307.3,44.85,-6.85,0.0,-395.27,-219.33,339226.91,608573082.06,15,24.35692307692307
demographics,fvc,hispanic,Private Insurance,-306.26,44.88,-6.82,0.0,-394.29,-218.24,339113.02,608368760.07,16,24.612923076923078
demographics,fvc,hispanic,Health Insurance,-308.28,44.91,-6.86,0.0,-396.36,-220.2,338866.2,607925957.62,17,24.115692307692317
demographics,fvc,hispanic,Race,-308.28,44.91,-6.86,0.0,-396.36,-220.2,338866.2,607925957.62,18,24.115692307692317
exposures,fvc,hispanic,Smoke Exposure,-441.03,33.49,-13.17,0.0,-506.71,-375.35,346892.19,622324597.45,8,-0.0
exposures,fvc,hispanic,Work Air,-441.44,33.49,-13.18,0.0,-507.13,-375.74,346740.65,622052731.86,9,-0.09296419744689137
anthropometrics,fev1,other,Height,-287.81,52.35,-5.5,0.0,-390.48,-185.15,152726.22,273990832.62,8,-0.0
anthropometrics,fev1,other,Waist Circumference,-314.71,51.65,-6.09,0.0,-416.01,-213.4,147922.34,265372673.16,9,-9.346443834474124
anthropometrics,fev1,other,Leg Length,-320.2,51.58,-6.21,0.0,-421.37,-219.03,147231.58,264133446.03,10,-11.253952260171635
anthropometrics,fev1,other,Sit Height,-272.92,53.68,-5.08,0.0,-378.21,-167.63,146446.89,262725727.13,11,5.173551996108539
anthropometrics,fev1,other,Arm Circumference,-259.05,54.15,-4.78,0.0,-365.24,-152.85,146153.43,262199255.68,12,9.99270351968312
anthropometrics,fev1,other,BMI,-284.73,55.14,-5.16,0.0,-392.89,-176.58,145690.73,261369168.36,13,1.0701504464750995
anthropometrics,fev1,other,Arm Length,-282.31,55.3,-5.1,0.0,-390.77,-173.85,145641.09,261280122.7,15,1.9109829401341163
anthropometrics,fev1,other,Weight,-281.84,55.78,-5.05,0.0,-391.25,-172.44,145640.75,261279502.88,16,2.0742851186546774
baseline,fev1,other,Baseline,-511.69,59.52,-8.6,0.0,-628.43,-394.94,203831.29,365673325.98,0,-0.0
demographics,fev1,other,Immigrant,-424.0,62.56,-6.78,0.0,-546.69,-301.31,201687.58,361827526.97,8,-0.0
demographics,fev1,other,HS Graduate,-422.77,62.39,-6.78,0.0,-545.13,-300.42,200474.34,359650957.07,9,0.2900943396226458
demographics,fev1,other,Poverty Ratio,-416.24,62.37,-6.67,0.0,-538.56,-293.91,199857.67,358544653.7,10,1.8301886792452808
demographics,fev1,other,Household Size,-413.82,62.37,-6.63,0.0,-536.15,-291.48,199625.71,358128525.4,11,2.400943396226417
demographics,fev1,other,Military Health,-413.65,62.35,-6.63,0.0,-535.94,-291.36,199380.81,357689173.04,12,2.441037735849062
demographics,fev1,other,Private Insurance,-408.35,62.54,-6.53,0.0,-531.0,-285.69,199247.87,357450680.09,13,3.691037735849051
demographics,fev1,other,Veteran,-408.78,62.54,-6.54,0.0,-531.43,-286.13,199107.83,357199444.6,14,3.5896226415094405
demographics,fev1,other,English Language,-407.15,62.56,-6.51,0.0,-529.85,-284.46,198998.64,357003555.0,15,3.9740566037735903
demographics,fev1,other,Married,-407.19,62.56,-6.51,0.0,-529.89,-284.49,198907.77,356840536.2,16,3.9646226415094343
demographics,fev1,other,Health Insurance,-406.41,62.64,-6.49,0.0,-529.26,-283.56,198898.85,356824533.79,17,4.148584905660371
demographics,fev1,other,Race,-406.41,62.64,-6.49,0.0,-529.26,-283.56,198898.85,356824533.79,18,4.148584905660371
exposures,fev1,other,Smoke Exposure,-514.82,59.57,-8.64,0.0,-631.65,-397.99,203650.76,365349460.23,8,-0.0
exposures,fev1,other,Work Air,-514.18,59.6,-8.63,0.0,-631.08,-397.28,203632.51,365316724.91,9,0.12431529466611631
anthropometrics,fvc,other,Height,-390.22,65.98,-5.91,0.0,-519.62,-260.81,242629.81,435277880.84,8,-0.0
anthropometrics,fvc,other,Waist Circumference,-436.25,64.21,-6.79,0.0,-562.18,-310.33,228553.68,410025307.03,9,-11.795909999487462
anthropometrics,fvc,other,Sit Height,-379.07,66.88,-5.67,0.0,-510.24,-247.9,227422.18,407995386.57,10,2.8573625134539578
anthropometrics,fvc,other,Leg Length,-380.6,66.73,-5.7,0.0,-511.48,-249.71,226294.55,405972419.99,11,2.465275998154888
anthropometrics,fvc,other,Arm Circumference,-361.33,67.29,-5.37,0.0,-493.3,-229.35,225728.48,404956890.45,12,7.403515965352889
anthropometrics,fvc,other,BMI,-393.69,68.53,-5.74,0.0,-528.09,-259.29,224994.21,403639606.06,13,-0.8892419660704142
anthropometrics,fvc,other,Arm Length,-388.0,68.64,-5.65,0.0,-522.63,-253.38,224765.96,403230136.75,14,0.5689098457280578
anthropometrics,fvc,other,Weight,-382.83,69.27,-5.53,0.0,-518.7,-246.97,224580.12,402896729.1,16,1.893803495464108
baseline,fvc,other,Baseline,-710.25,77.67,-9.14,0.0,-862.59,-557.91,347063.64,622632163.71,0,-0.0
demographics,fvc,other,Poverty Ratio,-682.49,77.69,-8.78,0.0,-834.87,-530.11,344142.35,617391373.6,8,-0.0
demographics,fvc,other,Immigrant,-595.49,81.55,-7.3,0.0,-755.44,-435.54,341911.6,613389407.53,9,12.747439522923413
demographics,fvc,other,HS Graduate,-596.36,81.47,-7.32,0.0,-756.15,-436.57,341026.97,611802378.43,10,12.61996512769418
demographics,fvc,other,Household Size,-592.2,81.44,-7.27,0.0,-751.93,-432.47,340340.96,610571674.15,11,13.229497868100626
demographics,fvc,other,Military Health,-591.97,81.41,-7.27,0.0,-751.63,-432.31,339850.33,609691498.65,12,13.263197995575023
demographics,fvc,other,English Language,-589.63,81.4,-7.24,0.0,-749.29,-429.97,339497.88,609059192.29,13,13.606060162053659
demographics,fvc,other,Married,-588.9,81.41,-7.23,0.0,-748.58,-429.23,339343.62,608782462.28,14,13.713021436211525
demographics,fvc,other,Veteran,-589.45,81.42,-7.24,0.0,-749.15,-429.75,339226.91,608573082.06,15,13.6324341748597
demographics,fvc,other,Private Insurance,-584.49,81.69,-7.16,0.0,-744.7,-424.28,339113.02,608368760.07,16,14.359184749959706
demographics,fvc,other,Health Insurance,-580.39,81.76,-7.1,0.0,-740.75,-420.04,338866.2,607925957.62,17,14.959926152764146
demographics,fvc,other,Race,-580.39,81.76,-7.1,0.0,-740.75,-420.04,338866.2,607925957.62,18,14.959926152764146
exposures,fvc,other,Smoke Exposure,-713.3,77.74,-9.18,0.0,-865.78,-560.82,346892.19,622324597.45,8,-0.0
exposures,fvc,other,Work Air,-711.45,77.78,-9.15,0.0,-864.0,-558.91,346740.65,622052731.86,9,0.25935791392119856
