group,target,index,cov,coef,std_err,t,p>|t|,[0.025,0.975],mse,rss,n_vars,fraction
demographics,fev1,black,Military Health,-347.89,66.29,-5.25,0.0,-477.91,-217.87,144552.31,259326849.6,16,27.122088151499923
demographics,fev1,black,Veteran,-346.87,66.27,-5.23,0.0,-476.85,-216.89,144379.04,259015996.28,17,27.33576336517513
exposures,fev1,black,Smoke Exposure,-346.25,66.26,-5.23,0.0,-476.21,-216.28,144246.05,258777422.52,18,27.465644377409085
demographics,fev1,black,Married,-342.49,66.37,-5.16,0.0,-472.67,-212.31,144165.93,258633684.19,19,28.25330987095693
exposures,fev1,black,Work Air,-344.47,66.41,-5.19,0.0,-474.71,-214.22,144092.99,258502829.64,20,27.838528573822686
anthropometrics,fev1,black,Arm Length,-346.31,66.48,-5.21,0.0,-476.69,-215.92,144046.1,258418709.82,22,27.453075247192896
anthropometrics,fev1,black,Weight,-341.66,67.78,-5.04,0.0,-474.6,-208.72,144035.95,258400489.61,23,28.42718283894754
demographics,fev1,black,Poverty Ratio,-341.92,67.8,-5.04,0.0,-474.9,-208.93,144027.21,258384820.74,24,28.372716608010723
demographics,fev1,black,Health Insurance,-342.64,67.87,-5.05,0.0,-475.75,-209.53,144020.55,258372869.29,25,28.221887045416462
demographics,fev1,black,Private Insurance,-343.78,68.05,-5.05,0.0,-477.25,-210.32,144015.7,258364172.89,26,27.98307357130887
demographics,fev1,black,Household Size,-343.76,68.07,-5.05,0.0,-477.26,-210.26,144014.38,258361802.36,27,27.987263281380933
demographics,fev1,black,HS Graduate,-343.77,68.1,-5.05,0.0,-477.34,-210.19,144014.38,258361796.57,28,27.985168426344902
demographics,fev1,black,Race,-343.77,68.1,-5.05,0.0,-477.34,-210.19,144014.38,258361796.57,29,27.985168426344902
baseline,fev1,hispanic,Baseline,-288.44,25.63,-11.26,0.0,-338.7,-238.18,203831.29,365673325.98,0,-0.0
anthropometrics,fev1,hispanic,Height,-31.79,24.55,-1.3,0.2,-79.94,16.35,152726.22,273990832.62,8,88.97864373873249
anthropometrics,fev1,hispanic,Waist Circumference,-30.99,24.17,-1.28,0.2,-78.39,16.41,147922.34,265372673.16,9,89.25599778116766
demographics,fev1,hispanic,Immigrant,15.74,28.97,0.54,0.59,-41.09,72.56,147222.92,264117924.76,10,105.45694078491194
anthropometrics,fev1,hispanic,Leg Length,11.29,28.94,0.39,0.7,-45.48,68.05,146463.27,262755115.17,11,103.91415892386631
anthropometrics,fev1,hispanic,Sit Height,62.48,33.71,1.85,0.06,-3.65,128.6,145754.5,261483577.99,12,121.66135071418665
demographics,fev1,hispanic,English Language,48.65,34.38,1.42,0.16,-18.78,116.07,145422.1,260887243.15,13,116.86659270558869
anthropometrics,fev1,hispanic,Arm Circumference,64.63,35.42,1.82,0.07,-4.85,134.11,145143.01,260386556.23,14,122.40673970323118
anthropometrics,fev1,hispanic,BMI,35.02,37.68,0.93,0.35,-38.88,108.92,144718.16,259624381.74,15,112.1411732075995
demographics,fev1,hispanic,Military Health,35.38,37.67,0.94,0.35,-38.5,109.27,144552.31,259326849.6,16,112.26598252669532
demographics,fev1,hispanic,Veteran,34.66,37.66,0.92,0.36,-39.21,108.53,144379.04,259015996.28,17,112.01636388850369
exposures,fev1,hispanic,Smoke Exposure,33.55,37.67,0.89,0.37,-40.33,107.42,144246.05,258777422.52,18,111.63153515462488
demographics,fev1,hispanic,Married,34.85,37.69,0.92,0.36,-39.07,108.77,144165.93,258633684.19,19,112.08223547358205
exposures,fev1,hispanic,Work Air,34.03,37.7,0.9,0.37,-39.91,107.97,144092.99,258502829.64,20,111.79794758008599
anthropometrics,fev1,hispanic,Arm Length,34.56,37.74,0.92,0.36,-39.46,108.57,144046.1,258418709.82,22,111.98169463319928
anthropometrics,fev1,hispanic,Weight,36.42,38.12,0.96,0.34,-38.34,111.19,144035.95,258400489.61,23,112.62654278186105
demographics,fev1,hispanic,Poverty Ratio,36.29,38.13,0.95,0.34,-38.49,111.08,144027.21,258384820.74,24,112.58147274996533
demographics,fev1,hispanic,Health Insurance,35.61,38.21,0.93,0.35,-39.34,110.56,144020.55,258372869.29,25,112.34572181389544
demographics,fev1,hispanic,Private Insurance,35.12,38.28,0.92,0.36,-39.95,110.19,144015.7,258364172.89,26,112.1758424629039
demographics,fev1,hispanic,Household Size,35.32,38.32,0.92,0.36,-39.84,110.47,144014.38,258361802.36,27,112.24518097351269
demographics,fev1,hispanic,HS Graduate,35.3,38.41,0.92,0.36,-40.03,110.63,144014.38,258361796.57,28,112.23824712245181
demographics,fev1,hispanic,Race,35.3,38.41,0.92,0.36,-40.03,110.63,144014.38,258361796.57,29,112.23824712245181
baseline,fev1,other,Baseline,-511.69,59.52,-8.6,0.0,-628.43,-394.94,203831.29,365673325.98,0,-0.0
anthropometrics,fev1,other,Height,-287.81,52.35,-5.5,0.0,-390.48,-185.15,152726.22,273990832.62,8,43.75305360667592
anthropometrics,fev1,other,Waist Circumference,-314.71,51.65,-6.09,0.0,-416.01,-213.4,147922.34,265372673.16,9,38.49596435341711
demographics,fev1,other,Immigrant,-267.9,54.0,-4.96,0.0,-373.8,-162.0,147222.92,264117924.76,10,47.644081377396475
anthropometrics,fev1,other,Leg Length,-271.36,53.88,-5.04,0.0,-377.04,-165.68,146463.27,262755115.17,11,46.967890715081396
anthropometrics,fev1,other,Sit Height,-228.79,55.68,-4.11,0.0,-337.99,-119.58,145754.5,261483577.99,12,55.287381031483896
demographics,fev1,other,English Language,-224.32,55.68,-4.03,0.0,-333.52,-115.12,145422.1,260887243.15,13,56.16095682933026
anthropometrics,fev1,other,Arm Circumference,-211.45,56.07,-3.77,0.0,-321.43,-101.48,145143.01,260386556.23,14,58.67615157614962
anthropometrics,fev1,other,BMI,-236.72,57.09,-4.15,0.0,-348.69,-124.76,144718.16,259624381.74,15,53.73761457132249
demographics,fev1,other,Military Health,-236.53,57.07,-4.14,0.0,-348.46,-124.6,144552.31,259326849.6,16,53.77474642850162
demographics,fev1,other,Veteran,-237.04,57.05,-4.15,0.0,-348.94,-125.14,144379.04,259015996.28,17,53.67507670659969
exposures,fev1,other,Smoke Exposure,-238.91,57.06,-4.19,0.0,-350.83,-127.0,144246.05,258777422.52,18,53.30962105962594
demographics,fev1,other,Married,-238.06,57.07,-4.17,0.0,-349.99,-126.13,144165.93,258633684.19,19,53.47573726279583
exposures,fev1,other,Work Air,-237.67,57.07,-4.16,0.0,-349.6,-125.73,144092.99,258502829.64,20,53.55195528542672
anthropometrics,fev1,other,Arm Length,-235.25,57.25,-4.11,0.0,-347.53,-122.98,144046.1,258418709.82,22,54.024897887392754
anthropometrics,fev1,other,Weight,-232.62,57.74,-4.03,0.0,-345.87,-119.37,144035.95,258400489.61,23,54.538880963083116
demographics,fev1,other,Poverty Ratio,-232.16,57.78,-4.02,0.0,-345.48,-118.85,144027.21,258384820.74,24,54.62877914362211
demographics,fev1,other,Health Insurance,-232.53,57.81,-4.02,0.0,-345.91,-119.16,144020.55,258372869.29,25,54.55646973753639
demographics,fev1,other,Private Insurance,-231.89,57.88,-4.01,0.0,-345.41,-118.36,144015.7,258364172.89,26,54.68154546698196
demographics,fev1,other,Household Size,-231.89,57.9,-4.01,0.0,-345.45,-118.34,144014.38,258361802.36,27,54.68154546698196
demographics,fev1,other,HS Graduate,-231.89,57.92,-4.0,0.0,-345.49,-118.28,144014.38,258361796.57,28,54.68154546698196
demographics,fev1,other,Race,-231.89,57.92,-4.0,0.0,-345.49,-118.28,144014.38,258361796.57,29,54.68154546698196
baseline,fvc,asian,Baseline,-879.95,66.98,-13.14,0.0,-1011.32,-748.58,347063.64,622632163.71,0,-0.0
anthropometrics,fvc,asian,Height,-484.04,57.81,-8.37,0.0,-597.43,-370.65,242629.81,435277880.84,8,44.9923291096085
anthropometrics,fvc,asian,Waist Circumference,-582.22,56.9,-10.23,0.0,-693.82,-470.61,228553.68,410025307.03,9,33.83487698164668
anthropometrics,fvc,asian,Sit Height,-514.52,61.16,-8.41,0.0,-634.47,-394.57,227422.18,407995386.57,10,41.52849593726917
anthropometrics,fvc,asian,Leg Length,-519.08,61.04,-8.5,0.0,-638.8,-399.36,226294.55,405972419.99,11,41.01028467526564
demographics,fvc,asian,Immigrant,-459.13,66.03,-6.95,0.0,-588.63,-329.63,225586.65,404702446.84,12,47.82317177112336
demographics,fvc,asian,English Language,-449.16,65.98,-6.81,0.0,-578.55,-319.76,224505.41,402762706.82,13,48.95619069265299
anthropometrics,fvc,asian,Arm Circumference,-429.44,66.58,-6.45,0.0,-560.02,-298.86,223950.31,401766859.65,14,51.19722711517701
anthropometrics,fvc,asian,BMI,-463.58,68.14,-6.8,0.0,-597.21,-329.94,223286.38,400575761.67,15,47.31746121938747
exposures,fvc,asian,Work Air,-459.33,68.16,-6.74,0.0,-593.01,-325.65,222967.51,400003709.89,16,47.800443207000406
demographics,fvc,asian,Military Health,-459.84,68.13,-6.75,0.0,-593.45,-326.22,222641.59,399419009.11,17,47.742485368486854
anthropometrics,fvc,asian,Arm Length,-452.3,68.32,-6.62,0.0,-586.29,-318.3,222393.94,398974736.66,18,48.599352235922495
demographics,fvc,asian,Veteran,-453.27,68.32,-6.63,0.0,-587.27,-319.28,222224.99,398671628.25,19,48.48911869992614
demographics,fvc,asian,Health Insurance,-454.06,68.32,-6.65,0.0,-588.05,-320.06,222077.64,398407292.01,20,48.39934087164044
demographics,fvc,asian,Poverty Ratio,-457.38,68.37,-6.69,0.0,-591.48,-323.29,221905.52,398098511.73,21,48.02204670719928
exposures,fvc,asian,Smoke Exposure,-459.75,68.4,-6.72,0.0,-593.9,-325.59,221681.63,397696848.43,23,47.75271322234219
demographics,fvc,asian,Married,-459.72,68.41,-6.72,0.0,-593.89,-325.56,221579.88,397514300.59,24,47.75612250696062
demographics,fvc,asian,HS Graduate,-458.51,68.44,-6.7,0.0,-592.74,-324.29,221516.6,397400771.98,25,47.893630319904545
demographics,fvc,asian,Private Insurance,-458.49,68.45,-6.7,0.0,-592.74,-324.24,221478.63,397332668.01,26,47.895903176316835
anthropometrics,fvc,asian,Weight,-452.6,69.38,-6.52,0.0,-588.68,-316.52,221444.25,397270993.05,27,48.56525938973805
demographics,fvc,asian,Household Size,-452.94,69.4,-6.53,0.0,-589.06,-316.82,221424.8,397236083.16,28,48.52662083072902
demographics,fvc,asian,Race,-452.94,69.4,-6.53,0.0,-589.06,-316.82,221424.8,397236083.16,29,48.52662083072902
baseline,fvc,black,Baseline,-678.25,38.69,-17.53,0.0,-754.12,-602.37,347063.64,622632163.71,0,-0.0
anthropometrics,fvc,black,Height,-662.93,32.36,-20.49,0.0,-726.4,-599.47,242629.81,435277880.84,8,2.2587541467010763
anthropometrics,fvc,black,Waist Circumference,-655.54,31.42,-20.86,0.0,-717.17,-593.91,228553.68,410025307.03,9,3.3483228897899058
anthropometrics,fvc,black,Sit Height,-510.13,58.02,-8.79,0.0,-623.93,-396.32,227422.18,407995386.57,10,24.787320309620345
anthropometrics,fvc,black,Leg Length,-478.15,58.88,-8.12,0.0,-593.64,-362.67,226294.55,405972419.99,11,29.50239587172872
demographics,fvc,black,Immigrant,-473.98,58.83,-8.06,0.0,-589.37,-358.59,225586.65,404702446.84,12,30.117213416881683
demographics,fvc,black,English Language,-458.55,58.94,-7.78,0.0,-574.16,-342.94,224505.41,402762706.82,13,32.39218577220789
anthropometrics,fvc,black,Arm Circumference,-387.58,67.9,-5.71,0.0,-520.75,-254.41,223950.31,401766859.65,14,42.85587910062661
anthropometrics,fvc,black,BMI,-495.07,82.37,-6.01,0.0,-656.61,-333.52,223286.38,400575761.67,15,27.007740508661996
exposures,fvc,black,Work Air,-499.63,82.38,-6.06,0.0,-661.2,-338.05,222967.51,400003709.89,16,26.335422042019903
demographics,fvc,black,Military Health,-499.33,82.34,-6.06,0.0,-660.83,-337.83,222641.59,399419009.11,17,26.379653520088464
anthropometrics,fvc,black,Arm Length,-502.55,82.35,-6.1,0.0,-664.07,-341.03,222393.94,398974736.66,18,25.904902322152598
demographics,fvc,black,Veteran,-501.5,82.35,-6.09,0.0,-663.02,-339.99,222224.99,398671628.25,19,26.059712495392553
demographics,fvc,black,Health Insurance,-504.83,82.4,-6.13,0.0,-666.45,-343.22,222077.64,398407292.01,20,25.568743088831553
demographics,fvc,black,Poverty Ratio,-506.23,82.4,-6.14,0.0,-667.84,-344.61,221905.52,398098511.73,21,25.362329524511612
exposures,fvc,black,Smoke Exposure,-508.02,82.44,-6.16,0.0,-669.7,-346.33,221681.63,397696848.43,23,25.098415038702544
demographics,fvc,black,Married,-504.13,82.55,-6.11,0.0,-666.04,-342.21,221579.88,397514300.59,24,25.671949870991522
demographics,fvc,black,HS Graduate,-504.88,82.57,-6.11,0.0,-666.83,-342.93,221516.6,397400771.98,25,25.561371175820124
demographics,fvc,black,Private Insurance,-507.87,82.77,-6.14,0.0,-670.2,-345.54,221478.63,397332668.01,26,25.12053077773682
anthropometrics,fvc,black,Weight,-499.19,84.43,-5.91,0.0,-664.78,-333.6,221444.25,397270993.05,27,26.40029487652046
demographics,fvc,black,Household Size,-499.13,84.45,-5.91,0.0,-664.75,-333.5,221424.8,397236083.16,28,26.40914117213417
demographics,fvc,black,Race,-499.13,84.45,-5.91,0.0,-664.75,-333.5,221424.8,397236083.16,29,26.40914117213417
baseline,fvc,hispanic,Baseline,-439.35,33.44,-13.14,0.0,-504.94,-373.77,347063.64,622632163.71,0,-0.0
anthropometrics,fvc,hispanic,Height,-72.48,30.94,-2.34,0.02,-133.16,-11.79,242629.81,435277880.84,8,83.50290201433936
anthropometrics,fvc,hispanic,Waist Circumference,-71.1,30.04,-2.37,0.02,-130.02,-12.19,228553.68,410025307.03,9,83.81700238989416
anthropometrics,fvc,hispanic,Sit Height,-2.99,37.7,-0.08,0.94,-76.93,70.95,227422.18,407995386.57,10,99.31944918629793
anthropometrics,fvc,hispanic,Leg Length,-4.67,37.62,-0.12,0.9,-78.46,69.11,226294.55,405972419.99,11,98.93706612040513
demographics,fvc,hispanic,Immigrant,39.39,41.94,0.94,0.35,-42.87,121.66,225586.65,404702446.84,12,108.9655172413793
demographics,fvc,hispanic,English Language,14.45,42.71,0.34,0.74,-69.33,98.22,224505.41,402762706.82,13,103.28894958461363
anthropometrics,fvc,hispanic,Arm Circumference,36.99,44.0,0.84,0.4,-49.31,123.29,223950.31,401766859.65,14,108.41925571867532
anthropometrics,fvc,hispanic,BMI,-0.03,46.8,-0.0,1.0,-91.83,91.77,223286.38,400575761.67,15,99.99317173096621
exposures,fvc,hispanic,Work Air,-1.88,46.8,-0.04,0.97,-93.66,89.91,222967.51,400003709.89,16,99.57209514054853
demographics,fvc,hispanic,Military Health,-1.44,46.78,-0.03,0.98,-93.19,90.3,222641.59,399419009.11,17,99.67224308637759
anthropometrics,fvc,hispanic,Arm Length,0.87,46.79,0.02,0.99,-90.91,92.65,222393.94,398974736.66,18,100.1980198019802
demographics,fvc,hispanic,Veteran,0.23,46.79,0.0,1.0,-91.55,92.0,222224.99,398671628.25,19,100.05235006259248
demographics,fvc,hispanic,Health Insurance,-2.66,46.87,-0.06,0.95,-94.58,89.26,222077.64,398407292.01,20,99.39456014566973
demographics,fvc,hispanic,Poverty Ratio,-3.96,46.87,-0.08,0.93,-95.89,87.98,221905.52,398098511.73,21,99.09866848753842
exposures,fvc,hispanic,Smoke Exposure,-5.1,46.9,-0.11,0.91,-97.07,86.88,221681.63,397696848.43,23,98.839194264254
demographics,fvc,hispanic,Married,-3.81,46.92,-0.08,0.94,-95.84,88.21,221579.88,397514300.59,24,99.13280983270741
demographics,fvc,hispanic,HS Graduate,-5.76,47.01,-0.12,0.9,-97.95,86.44,221516.6,397400771.98,25,98.68897234551041
demographics,fvc,hispanic,Private Insurance,-7.15,47.08,-0.15,0.88,-99.5,85.19,221478.63,397332668.01,26,98.3725958802777
anthropometrics,fvc,hispanic,Weight,-3.6,47.58,-0.08,0.94,-96.92,89.71,221444.25,397270993.05,27,99.180607715944
demographics,fvc,hispanic,Household Size,-2.9,47.62,-0.06,0.95,-96.3,90.51,221424.8,397236083.16,28,99.33993399339936
demographics,fvc,hispanic,Race,-2.9,47.62,-0.06,0.95,-96.3,90.51,221424.8,397236083.16,29,99.33993399339936
baseline,fvc,other,Baseline,-710.25,77.67,-9.14,0.0,-862.59,-557.91,347063.64,622632163.71,0,-0.0
anthropometrics,fvc,other,Height,-390.22,65.98,-5.91,0.0,-519.62,-260.81,242629.81,435277880.84,8,45.05878211897219
anthropometrics,fvc,other,Waist Circumference,-436.25,64.21,-6.79,0.0,-562.18,-310.33,228553.68,410025307.03,9,38.57796550510383
anthropometrics,fvc,other,Sit Height,-379.07,66.88,-5.67,0.0,-510.24,-247.9,227422.18,407995386.57,10,46.62865188313974
anthropometrics,fvc,other,Leg Length,-380.6,66.73,-5.7,0.0,-511.48,-249.71,226294.55,405972419.99,11,46.41323477648715
demographics,fvc,other,Immigrant,-335.97,69.27,-4.85,0.0,-471.83,-200.11,225586.65,404702446.84,12,52.69693769799366
demographics,fvc,other,English Language,-327.92,69.18,-4.74,0.0,-463.6,-192.24,224505.41,402762706.82,13,53.83034142907427
anthropometrics,fvc,other,Arm Circumference,-309.77,69.65,-4.45,0.0,-446.38,-173.17,223950.31,401766859.65,14,56.38577965505104
anthropometrics,fvc,other,BMI,-341.36,70.91,-4.81,0.0,-480.43,-202.28,223286.38,400575761.67,15,51.938049982400564
exposures,fvc,other,Work Air,-340.59,70.88,-4.81,0.0,-479.61,-201.57,222967.51,400003709.89,16,52.04646251319958
demographics,fvc,other,Military Health,-340.28,70.85,-4.8,0.0,-479.24,-201.33,222641.59,399419009.11,17,52.09010911650827
anthropometrics,fvc,other,Arm Length,-333.5,70.99,-4.7,0.0,-472.74,-194.26,222393.94,398974736.66,18,53.044702569517774
demographics,fvc,other,Veteran,-333.92,70.99,-4.7,0.0,-473.15,-194.69,222224.99,398671628.25,19,52.98556846180922
demographics,fvc,other,Health Insurance,-335.63,71.0,-4.73,0.0,-474.89,-196.38,222077.64,398407292.01,20,52.74480816613868
demographics,fvc,other,Poverty Ratio,-334.22,71.0,-4.71,0.0,-473.48,-194.96,221905.52,398098511.73,21,52.94332981344597
exposures,fvc,other,Smoke Exposure,-334.53,71.06,-4.71,0.0,-473.91,-195.16,221681.63,397696848.43,23,52.899683210137276
demographics,fvc,other,Married,-333.77,71.07,-4.7,0.0,-473.16,-194.38,221579.88,397514300.59,24,53.00668778599085
demographics,fvc,other,HS Graduate,-332.99,71.09,-4.68,0.0,-472.42,-193.56,221516.6,397400771.98,25,53.116508271735306
demographics,fvc,other,Private Insurance,-330.97,71.2,-4.65,0.0,-470.61,-191.33,221478.63,397332668.01,26,53.40091517071454
anthropometrics,fvc,other,Weight,-326.16,71.8,-4.54,0.0,-466.99,-185.33,221444.25,397270993.05,27,54.07814149947202
demographics,fvc,other,Household Size,-326.16,71.82,-4.54,0.0,-467.03,-185.3,221424.8,397236083.16,28,54.07814149947202
demographics,fvc,other,Race,-326.16,71.82,-4.54,0.0,-467.03,-185.3,221424.8,397236083.16,29,54.07814149947202
