group,target,index,cov,coef,std_err,t,p>|t|,[0.025,0.975],mse,rss,n_vars,fraction
anthropometrics,fvc,asian,Waist Circumference,-552.64,55.41,-9.97,0.0,-661.28,-444.0,244235.89,821365283.0,9,-10.758377425044094
anthropometrics,fvc,asian,Sit Height,-495.76,55.46,-8.94,0.0,-604.51,-387.02,240143.03,807601020.46,10,0.6413339746673058
anthropometrics,fvc,asian,Arm Length,-491.88,55.43,-8.87,0.0,-600.55,-383.21,239591.52,805746278.18,11,1.4189514189514159
anthropometrics,fvc,asian,Arm Circumference,-493.22,55.39,-8.9,0.0,-601.84,-384.61,239226.71,804519429.48,12,1.1503928170594742
anthropometrics,fvc,asian,BMI,-490.46,55.36,-8.86,0.0,-599.0,-381.92,238752.92,802926075.35,13,1.7035433702100369
anthropometrics,fvc,asian,Leg Length,-500.51,55.59,-9.0,0.0,-609.51,-391.51,238497.78,802068026.94,14,-0.3106461439794796
anthropometrics,fvc,asian,Weight,-495.29,55.7,-8.89,0.0,-604.5,-386.08,238347.85,801563827.48,15,0.7355299021965607
baseline,fvc,asian,Baseline,-868.74,65.14,-13.34,0.0,-996.47,-741.02,351923.79,1183519700.21,0,-0.0
demographics,fvc,asian,Poverty Ratio,-821.57,64.83,-12.67,0.0,-948.67,-694.46,345466.18,1161802777.09,8,-0.0
demographics,fvc,asian,Immigrant,-707.4,69.42,-10.19,0.0,-843.51,-571.28,343384.23,1154801160.83,9,13.896563895955314
demographics,fvc,asian,HS Graduate,-718.22,69.45,-10.34,0.0,-854.38,-582.06,342519.67,1151893634.15,10,12.579573256082867
demographics,fvc,asian,Household Size,-715.58,69.43,-10.31,0.0,-851.71,-579.46,342121.38,1150554215.96,11,12.90090923475784
demographics,fvc,asian,Married,-717.69,69.41,-10.34,0.0,-853.78,-581.6,341754.03,1149318796.22,12,12.64408388816534
demographics,fvc,asian,Veteran,-718.41,69.39,-10.35,0.0,-854.47,-582.36,341471.83,1148369772.06,13,12.556446803072175
demographics,fvc,asian,English Language,-720.01,69.39,-10.38,0.0,-856.07,-583.96,341269.33,1147688746.71,14,12.361697725087339
demographics,fvc,asian,Military Health,-721.17,69.39,-10.39,0.0,-857.23,-585.12,341104.01,1147132775.71,15,12.220504643548338
demographics,fvc,asian,Private Insurance,-718.82,69.43,-10.35,0.0,-854.95,-582.68,341001.21,1146787084.2,16,12.506542351838553
demographics,fvc,asian,Health Insurance,-714.55,69.45,-10.29,0.0,-850.72,-578.39,340671.31,1145677619.39,17,13.02627895371059
exposures,fvc,asian,Smoke Exposure,-874.29,65.22,-13.4,0.0,-1002.18,-746.41,351664.97,1182649285.99,8,-0.0
anthropometrics,fev1,black,Height,-488.35,18.17,-26.88,0.0,-523.97,-452.74,154165.67,518459163.68,8,-0.0
anthropometrics,fev1,black,Waist Circumference,-471.39,17.99,-26.2,0.0,-506.67,-436.11,149798.19,503771326.07,9,3.4729190130029766
anthropometrics,fev1,black,Sit Height,-380.74,21.77,-17.49,0.0,-423.41,-338.06,147466.35,495929330.05,10,22.03542541210198
anthropometrics,fev1,black,Leg Length,-375.92,21.93,-17.14,0.0,-418.92,-332.92,147329.38,495468691.91,11,23.022422442920035
anthropometrics,fev1,black,BMI,-385.87,22.78,-16.94,0.0,-430.53,-341.21,147215.4,495085373.99,12,20.98494931913587
anthropometrics,fev1,black,Arm Circumference,-379.69,22.84,-16.62,0.0,-424.47,-334.91,146801.52,493693525.19,13,22.25043513873247
anthropometrics,fev1,black,Arm Length,-379.78,22.84,-16.63,0.0,-424.55,-335.0,146740.21,493487337.46,14,22.23200573359272
anthropometrics,fev1,black,Weight,-378.62,22.86,-16.56,0.0,-423.45,-333.8,146687.09,493308679.97,15,22.469540288727348
baseline,fev1,black,Baseline,-489.72,20.88,-23.45,0.0,-530.67,-448.78,203777.77,685304647.95,0,-0.0
demographics,fev1,black,Poverty Ratio,-459.57,21.09,-21.79,0.0,-500.93,-418.22,200380.9,673880968.51,8,-0.0
demographics,fev1,black,Immigrant,-452.52,21.04,-21.5,0.0,-493.78,-411.26,198623.67,667971409.69,9,1.5340426920817312
demographics,fev1,black,HS Graduate,-449.11,21.08,-21.3,0.0,-490.44,-407.78,198305.19,666900356.88,10,2.276040646691468
demographics,fev1,black,Household Size,-447.34,21.09,-21.21,0.0,-488.68,-405.99,198037.26,665999290.6,11,2.661183280022634
demographics,fev1,black,Married,-440.37,21.28,-20.69,0.0,-482.1,-398.64,197716.63,664921010.4,12,4.17781839545662
demographics,fev1,black,Veteran,-441.23,21.28,-20.73,0.0,-482.96,-399.51,197501.99,664199206.83,13,3.990686946493456
demographics,fev1,black,Private Insurance,-440.78,21.28,-20.71,0.0,-482.5,-399.05,197387.89,663815488.79,14,4.08860456513698
demographics,fev1,black,Health Insurance,-438.66,21.34,-20.55,0.0,-480.5,-396.81,197291.82,663492400.73,15,4.549905346301971
demographics,fev1,black,Military Health,-438.42,21.34,-20.54,0.0,-480.27,-396.57,197229.53,663282915.38,16,4.602128076245181
demographics,fev1,black,English Language,-436.8,21.42,-20.39,0.0,-478.81,-394.8,197182.61,663125121.99,17,4.954631503361834
exposures,fev1,black,Smoke Exposure,-487.72,20.94,-23.29,0.0,-528.77,-446.67,203675.72,684961450.36,8,-0.0
anthropometrics,fvc,black,Height,-685.45,23.31,-29.4,0.0,-731.16,-639.74,253912.68,853908347.28,8,-0.0
anthropometrics,fvc,black,Waist Circumference,-660.2,22.97,-28.74,0.0,-705.24,-615.15,244235.89,821365283.0,9,3.6837114304471514
anthropometrics,fvc,black,Sit Height,-540.1,27.78,-19.44,0.0,-594.56,-485.63,240143.03,807601020.46,10,21.205047778831425
anthropometrics,fvc,black,Arm Length,-546.07,27.83,-19.62,0.0,-600.64,-491.49,239591.52,805746278.18,11,20.334087096068274
anthropometrics,fvc,black,Arm Circumference,-530.82,28.62,-18.55,0.0,-586.94,-474.7,239226.71,804519429.48,12,22.55890291049675
anthropometrics,fvc,black,BMI,-542.78,28.97,-18.73,0.0,-599.59,-485.98,238752.92,802926075.35,13,20.81406375373843
anthropometrics,fvc,black,Leg Length,-537.11,29.12,-18.45,0.0,-594.19,-480.02,238497.78,802068026.94,14,21.64125756802101
anthropometrics,fvc,black,Weight,-535.17,29.14,-18.36,0.0,-592.3,-478.03,238347.85,801563827.48,15,21.924283317528644
baseline,fvc,black,Baseline,-687.37,27.44,-25.05,0.0,-741.18,-633.57,351923.79,1183519700.21,0,-0.0
demographics,fvc,black,Poverty Ratio,-645.81,27.7,-23.32,0.0,-700.11,-591.5,345466.18,1161802777.09,8,-0.0
demographics,fvc,black,Immigrant,-638.12,27.67,-23.06,0.0,-692.38,-583.87,343384.23,1154801160.83,9,1.1907526981619891
demographics,fvc,black,HS Graduate,-632.51,27.71,-22.83,0.0,-686.83,-578.19,342519.67,1151893634.15,10,2.0594292438952566
demographics,fvc,black,Household Size,-630.35,27.72,-22.74,0.0,-684.69,-576.01,342121.38,1150554215.96,11,2.3938929406481666
demographics,fvc,black,Married,-622.89,27.98,-22.26,0.0,-677.76,-568.03,341754.03,1149318796.22,12,3.549031448878147
demographics,fvc,black,Veteran,-623.88,27.98,-22.3,0.0,-678.75,-569.02,341471.83,1148369772.06,13,3.395735587866393
demographics,fvc,black,English Language,-620.46,28.08,-22.09,0.0,-675.52,-565.4,341269.33,1147688746.71,14,3.9253031077251688
demographics,fvc,black,Military Health,-619.67,28.09,-22.06,0.0,-674.73,-564.6,341104.01,1147132775.71,15,4.047630107926478
demographics,fvc,black,Private Insurance,-619.02,28.09,-22.03,0.0,-674.11,-563.94,341001.21,1146787084.2,16,4.148278905560454
demographics,fvc,black,Health Insurance,-615.41,28.16,-21.86,0.0,-670.62,-560.21,340671.31,1145677619.39,17,4.70726684318917
exposures,fvc,black,Smoke Exposure,-684.19,27.51,-24.87,0.0,-738.13,-630.24,351664.97,1182649285.99,8,-0.0
anthropometrics,fev1,hispanic,Height,-39.79,17.96,-2.22,0.03,-75.01,-4.57,154165.67,518459163.68,8,-0.0
anthropometrics,fev1,hispanic,Waist Circumference,-25.11,17.77,-1.41,0.16,-59.95,9.74,149798.19,503771326.07,9,36.89369188238251
anthropometrics,fev1,hispanic,Sit Height,4.75,18.11,0.26,0.79,-30.74,40.25,147466.35,495929330.05,10,111.93767278210606
anthropometrics,fev1,hispanic,Leg Length,1.05,18.22,0.06,0.95,-34.68,36.77,147329.38,495468691.91,11,102.63885398341291
anthropometrics,fev1,hispanic,BMI,1.91,18.22,0.1,0.92,-33.82,37.65,147215.4,495085373.99,12,104.80020105554159
anthropometrics,fev1,hispanic,Arm Circumference,2.82,18.2,0.16,0.88,-32.87,38.52,146801.52,493693525.19,13,107.08720784116612
anthropometrics,fev1,hispanic,Arm Length,3.38,18.21,0.19,0.85,-32.32,39.09,146740.21,493487337.46,14,108.49459663231968
anthropometrics,fev1,hispanic,Weight,3.59,18.21,0.2,0.84,-32.12,39.29,146687.09,493308679.97,15,109.02236742900226
baseline,fev1,hispanic,Baseline,-281.18,18.84,-14.92,0.0,-318.12,-244.24,203777.77,685304647.95,0,-0.0
demographics,fev1,hispanic,Poverty Ratio,-229.88,19.89,-11.56,0.0,-268.88,-190.89,200380.9,673880968.51,8,-0.0
demographics,fev1,hispanic,Immigrant,-168.96,22.74,-7.43,0.0,-213.55,-124.36,198623.67,667971409.69,9,26.500783017226375
demographics,fev1,hispanic,HS Graduate,-160.36,23.03,-6.96,0.0,-205.51,-115.2,198305.19,666900356.88,10,30.241865321037057
demographics,fev1,hispanic,Household Size,-154.6,23.18,-6.67,0.0,-200.04,-109.16,198037.26,665999290.6,11,32.7475204454498
demographics,fev1,hispanic,Married,-152.62,23.18,-6.59,0.0,-198.06,-107.18,197716.63,664921010.4,12,33.60883939446668
demographics,fev1,hispanic,Veteran,-154.79,23.19,-6.67,0.0,-200.26,-109.31,197501.99,664199206.83,13,32.6648686271098
demographics,fev1,hispanic,Private Insurance,-151.8,23.29,-6.52,0.0,-197.46,-106.14,197387.89,663815488.79,14,33.96554724203932
demographics,fev1,hispanic,Health Insurance,-151.92,23.29,-6.52,0.0,-197.58,-106.26,197291.82,663492400.73,15,33.91334609361407
demographics,fev1,hispanic,Military Health,-152.54,23.3,-6.55,0.0,-198.21,-106.86,197229.53,663282915.38,16,33.64364016008352
demographics,fev1,hispanic,English Language,-159.37,24.52,-6.5,0.0,-207.45,-111.29,197182.61,663125121.99,17,30.6725247955455
exposures,fev1,hispanic,Smoke Exposure,-281.95,18.85,-14.96,0.0,-318.9,-244.99,203675.72,684961450.36,8,-0.0
anthropometrics,fvc,hispanic,Height,-78.38,23.05,-3.4,0.0,-123.58,-33.19,253912.68,853908347.28,8,-0.0
anthropometrics,fvc,hispanic,Waist Circumference,-56.52,22.69,-2.49,0.01,-101.01,-12.03,244235.89,821365283.0,9,27.88976779790762
anthropometrics,fvc,hispanic,Sit Height,-16.96,23.1,-0.73,0.46,-62.26,28.34,240143.03,807601020.46,10,78.36182699668282
anthropometrics,fvc,hispanic,Arm Length,-14.9,23.09,-0.65,0.52,-60.18,30.38,239591.52,805746278.18,11,80.99004848175555
anthropometrics,fvc,hispanic,Arm Circumference,-15.1,23.08,-0.65,0.51,-60.35,30.16,239226.71,804519429.48,12,80.73488134728247
anthropometrics,fvc,hispanic,BMI,-13.05,23.07,-0.57,0.57,-58.29,32.19,238752.92,802926075.35,13,83.35034447563154
anthropometrics,fvc,hispanic,Leg Length,-18.04,23.21,-0.78,0.44,-63.55,27.48,238497.78,802068026.94,14,76.9839244705282
anthropometrics,fvc,hispanic,Weight,-17.7,23.21,-0.76,0.45,-63.21,27.81,238347.85,801563827.48,15,77.41770859913242
baseline,fvc,hispanic,Baseline,-417.66,24.76,-16.87,0.0,-466.21,-369.11,351923.79,1183519700.21,0,-0.0
demographics,fvc,hispanic,Poverty Ratio,-346.94,26.11,-13.29,0.0,-398.14,-295.74,345466.18,1161802777.09,8,-0.0
demographics,fvc,hispanic,Immigrant,-280.62,29.9,-9.38,0.0,-339.25,-221.99,343384.23,1154801160.83,9,19.115697238715626
demographics,fvc,hispanic,HS Graduate,-266.45,30.27,-8.8,0.0,-325.79,-207.11,342519.67,1151893634.15,10,23.19997694125786
demographics,fvc,hispanic,Household Size,-259.43,30.46,-8.52,0.0,-319.15,-199.7,342121.38,1150554215.96,11,25.223381564535654
demographics,fvc,hispanic,Married,-257.31,30.47,-8.44,0.0,-317.05,-197.57,341754.03,1149318796.22,12,25.83443823139448
demographics,fvc,hispanic,Veteran,-259.8,30.5,-8.52,0.0,-319.59,-200.0,341471.83,1148369772.06,13,25.116734882112176
demographics,fvc,hispanic,English Language,-274.37,32.2,-8.52,0.0,-337.51,-211.24,341269.33,1147688746.71,14,20.917161468841872
demographics,fvc,hispanic,Military Health,-274.55,32.2,-8.53,0.0,-337.68,-211.43,341104.01,1147132775.71,15,20.865279299014233
demographics,fvc,hispanic,Private Insurance,-272.87,32.24,-8.46,0.0,-336.09,-209.66,341001.21,1146787084.2,16,21.349512884072173
demographics,fvc,hispanic,Health Insurance,-272.11,32.23,-8.44,0.0,-335.31,-208.91,340671.31,1145677619.39,17,21.568570934455522
exposures,fvc,hispanic,Smoke Exposure,-418.89,24.77,-16.91,0.0,-467.45,-370.32,351664.97,1182649285.99,8,-0.0
anthropometrics,fev1,other,Height,-289.67,34.71,-8.35,0.0,-357.72,-221.62,154165.67,518459163.68,8,-0.0
anthropometrics,fev1,other,Waist Circumference,-310.5,34.28,-9.06,0.0,-377.72,-243.29,149798.19,503771326.07,9,-7.190941416094169
anthropometrics,fev1,other,Sit Height,-285.2,34.2,-8.34,0.0,-352.26,-218.15,147466.35,495929330.05,10,1.5431352918838772
anthropometrics,fev1,other,Leg Length,-287.66,34.22,-8.41,0.0,-354.75,-220.58,147329.38,495468691.91,11,0.693893050712877
anthropometrics,fev1,other,BMI,-286.8,34.21,-8.38,0.0,-353.88,-219.72,147215.4,495085373.99,12,0.9907826146994871
anthropometrics,fev1,other,Arm Circumference,-287.39,34.17,-8.41,0.0,-354.39,-220.4,146801.52,493693525.19,13,0.7871025649877549
anthropometrics,fev1,other,Arm Length,-285.19,34.22,-8.33,0.0,-352.28,-218.1,146740.21,493487337.46,14,1.5465874961162764
anthropometrics,fev1,other,Weight,-282.64,34.3,-8.24,0.0,-349.88,-215.4,146687.09,493308679.97,15,2.4268995753788896
baseline,fev1,other,Baseline,-499.79,39.22,-12.74,0.0,-576.68,-422.9,203777.77,685304647.95,0,-0.0
demographics,fev1,other,Poverty Ratio,-461.59,39.22,-11.77,0.0,-538.49,-384.69,200380.9,673880968.51,8,-0.0
demographics,fev1,other,Immigrant,-373.2,42.29,-8.82,0.0,-456.13,-290.28,198623.67,667971409.69,9,19.149028358499965
demographics,fev1,other,HS Graduate,-372.16,42.27,-8.8,0.0,-455.04,-289.29,198305.19,666900356.88,10,19.374336532420536
demographics,fev1,other,Household Size,-369.96,42.26,-8.75,0.0,-452.81,-287.1,198037.26,665999290.6,11,19.85094997725254
demographics,fev1,other,Married,-369.27,42.23,-8.74,0.0,-452.07,-286.47,197716.63,664921010.4,12,20.00043328494985
demographics,fev1,other,Veteran,-370.44,42.22,-8.77,0.0,-453.22,-287.66,197501.99,664199206.83,13,19.746961589289192
demographics,fev1,other,Private Insurance,-366.52,42.31,-8.66,0.0,-449.47,-283.56,197387.89,663815488.79,14,20.59620009098984
demographics,fev1,other,Health Insurance,-363.5,42.37,-8.58,0.0,-446.58,-280.43,197291.82,663492400.73,15,21.25046036525921
demographics,fev1,other,Military Health,-363.37,42.37,-8.58,0.0,-446.44,-280.3,197229.53,663282915.38,16,21.278623886999277
demographics,fev1,other,English Language,-364.8,42.4,-8.6,0.0,-447.94,-281.67,197182.61,663125121.99,17,20.96882514785848
exposures,fev1,other,Smoke Exposure,-498.92,39.22,-12.72,0.0,-575.81,-422.03,203675.72,684961450.36,8,-0.0
anthropometrics,fvc,other,Height,-399.12,44.54,-8.96,0.0,-486.46,-311.79,253912.68,853908347.28,8,-0.0
anthropometrics,fvc,other,Waist Circumference,-430.14,43.78,-9.83,0.0,-515.97,-344.31,244235.89,821365283.0,9,-7.772098616957302
anthropometrics,fvc,other,Sit Height,-396.62,43.64,-9.09,0.0,-482.19,-311.06,240143.03,807601020.46,10,0.6263780316696733
anthropometrics,fvc,other,Arm Length,-389.6,43.67,-8.92,0.0,-475.22,-303.98,239591.52,805746278.18,11,2.385247544598111
anthropometrics,fvc,other,Arm Circumference,-389.84,43.64,-8.93,0.0,-475.41,-304.27,239226.71,804519429.48,12,2.3251152535578345
anthropometrics,fvc,other,BMI,-389.21,43.61,-8.93,0.0,-474.71,-303.71,238752.92,802926075.35,13,2.482962517538591
anthropometrics,fvc,other,Leg Length,-392.42,43.62,-9.0,0.0,-477.95,-306.89,238497.78,802068026.94,14,1.6786931248747214
anthropometrics,fvc,other,Weight,-388.14,43.72,-8.88,0.0,-473.86,-302.43,238347.85,801563827.48,15,2.75105231509321
baseline,fvc,other,Baseline,-694.46,51.54,-13.48,0.0,-795.51,-593.42,351923.79,1183519700.21,0,-0.0
demographics,fvc,other,Poverty Ratio,-641.79,51.5,-12.46,0.0,-742.77,-540.82,345466.18,1161802777.09,8,-0.0
demographics,fvc,other,Immigrant,-545.58,55.61,-9.81,0.0,-654.61,-436.55,343384.23,1154801160.83,9,14.990884868882334
demographics,fvc,other,HS Graduate,-543.87,55.55,-9.79,0.0,-652.78,-434.95,342519.67,1151893634.15,10,15.257327163090725
demographics,fvc,other,Household Size,-541.18,55.54,-9.74,0.0,-650.08,-432.28,342121.38,1150554215.96,11,15.676467380295739
demographics,fvc,other,Married,-540.44,55.52,-9.73,0.0,-649.31,-431.58,341754.03,1149318796.22,12,15.791769893578882
demographics,fvc,other,Veteran,-541.79,55.51,-9.76,0.0,-650.63,-432.94,341471.83,1148369772.06,13,15.581420713940698
demographics,fvc,other,English Language,-545.13,55.56,-9.81,0.0,-654.05,-436.2,341269.33,1147688746.71,14,15.061001262095074
demographics,fvc,other,Military Health,-543.61,55.56,-9.78,0.0,-652.55,-434.67,341104.01,1147132775.71,15,15.297838856946969
demographics,fvc,other,Private Insurance,-540.26,55.66,-9.71,0.0,-649.4,-431.12,341001.21,1146787084.2,16,15.819816450863986
demographics,fvc,other,Health Insurance,-534.65,55.73,-9.59,0.0,-643.92,-425.37,340671.31,1145677619.39,17,16.69393415291606
exposures,fvc,other,Smoke Exposure,-693.07,51.53,-13.45,0.0,-794.11,-592.04,351664.97,1182649285.99,8,-0.0
