group,target,index,cov,coef,std_err,t,p>|t|,[0.025,0.975],mse,rss,n_vars,fraction
anthropometrics,fev1,hispanic,BMI,22.56,21.73,1.04,0.3,-20.04,65.16,145657.23,489845280.94,17,108.02333025108472
anthropometrics,fev1,hispanic,Arm Length,23.95,21.74,1.1,0.27,-18.67,66.57,145543.48,489462723.22,18,108.51767551034924
demographics,fev1,hispanic,Married,23.91,21.74,1.1,0.27,-18.71,66.52,145467.69,489207835.98,19,108.50344974749272
demographics,fev1,hispanic,Military Health,23.58,21.74,1.09,0.28,-19.03,66.2,145386.57,488935027.36,20,108.38608720392631
anthropometrics,fev1,hispanic,Weight,23.91,21.74,1.1,0.27,-18.71,66.52,145331.64,488750303.49,21,108.50344974749272
demographics,fev1,hispanic,Health Insurance,23.62,21.74,1.09,0.28,-19.0,66.24,145282.94,488586525.15,22,108.40031296678283
exposures,fev1,hispanic,Smoke Exposure,23.2,21.74,1.07,0.29,-19.43,65.83,145243.76,488454763.44,23,108.25094245678925
demographics,fev1,hispanic,Household Size,24.27,21.81,1.11,0.27,-18.5,67.04,145227.41,488399785.48,24,108.6314816132015
demographics,fev1,hispanic,HS Graduate,23.92,21.89,1.09,0.27,-18.99,66.83,145225.65,488393861.59,25,108.50700618820686
demographics,fev1,hispanic,Private Insurance,24.0,21.9,1.1,0.27,-18.93,66.94,145224.75,488390829.0,26,108.53545771391991
baseline,fev1,other,Baseline,-499.79,39.22,-12.74,0.0,-576.68,-422.9,203777.77,685304647.95,0,-0.0
anthropometrics,fev1,other,Height,-289.67,34.71,-8.35,0.0,-357.72,-221.62,154165.67,518459163.68,8,42.04165749614838
anthropometrics,fev1,other,Waist Circumference,-310.5,34.28,-9.06,0.0,-377.72,-243.29,149798.19,503771326.07,9,37.87390704095721
anthropometrics,fev1,other,Sit Height,-285.2,34.2,-8.34,0.0,-352.26,-218.15,147466.35,495929330.05,10,42.93603313391625
demographics,fev1,other,Immigrant,-241.14,36.7,-6.57,0.0,-313.1,-169.17,146995.95,494347370.92,11,51.751735729006185
demographics,fev1,other,Poverty Ratio,-236.01,36.74,-6.42,0.0,-308.05,-163.97,146751.17,493524188.96,12,52.778166830068635
demographics,fev1,other,English Language,-239.03,36.74,-6.51,0.0,-311.07,-167.0,146500.67,492681742.91,13,52.17391304347826
anthropometrics,fev1,other,Leg Length,-239.88,36.72,-6.53,0.0,-311.88,-167.87,146307.67,492032697.93,14,52.00384161347767
demographics,fev1,other,Veteran,-240.98,36.72,-6.56,0.0,-312.97,-168.99,146164.62,491551607.47,15,51.783749174653366
anthropometrics,fev1,other,Arm Circumference,-242.02,36.71,-6.59,0.0,-314.01,-170.04,146062.97,491209761.94,16,51.575661777946735
anthropometrics,fev1,other,BMI,-242.21,36.67,-6.61,0.0,-314.11,-170.32,145657.23,489845280.94,17,51.53764581124073
anthropometrics,fev1,other,Arm Length,-238.13,36.75,-6.48,0.0,-310.18,-166.09,145543.48,489462723.22,18,52.353988675243606
demographics,fev1,other,Married,-237.96,36.74,-6.48,0.0,-310.0,-165.92,145467.69,489207835.98,19,52.38800296124373
demographics,fev1,other,Military Health,-236.95,36.75,-6.45,0.0,-309.0,-164.91,145386.57,488935027.36,20,52.5900878368915
anthropometrics,fev1,other,Weight,-234.3,36.82,-6.36,0.0,-306.49,-162.11,145331.64,488750303.49,21,53.12031053042278
demographics,fev1,other,Health Insurance,-233.94,36.82,-6.35,0.0,-306.14,-161.75,145282.94,488586525.15,22,53.19234078312892
exposures,fev1,other,Smoke Exposure,-232.83,36.84,-6.32,0.0,-305.06,-160.6,145243.76,488454763.44,23,53.41443406230617
demographics,fev1,other,Household Size,-232.55,36.85,-6.31,0.0,-304.79,-160.31,145227.41,488399785.48,24,53.470457592188716
demographics,fev1,other,HS Graduate,-232.44,36.86,-6.31,0.0,-304.7,-160.18,145225.65,488393861.59,25,53.49246683607115
demographics,fev1,other,Private Insurance,-232.03,36.97,-6.28,0.0,-304.52,-159.55,145224.75,488390829.0,26,53.574501290542024
baseline,fvc,asian,Baseline,-868.74,65.14,-13.34,0.0,-996.47,-741.02,351923.79,1183519700.21,0,-0.0
anthropometrics,fvc,asian,Height,-498.96,56.29,-8.86,0.0,-609.32,-388.6,253912.68,853908347.28,8,42.56509427446647
anthropometrics,fvc,asian,Waist Circumference,-552.64,55.41,-9.97,0.0,-661.28,-444.0,244235.89,821365283.0,9,36.386030342795316
anthropometrics,fvc,asian,Sit Height,-495.76,55.46,-8.94,0.0,-604.51,-387.02,240143.03,807601020.46,10,42.93344383820245
anthropometrics,fvc,asian,Arm Length,-491.88,55.43,-8.87,0.0,-600.55,-383.21,239591.52,805746278.18,11,43.38006768423234
demographics,fvc,asian,Poverty Ratio,-479.95,55.52,-8.65,0.0,-588.81,-371.1,238991.75,803729248.6,12,44.75332090153556
anthropometrics,fvc,asian,Arm Circumference,-480.92,55.48,-8.67,0.0,-589.7,-372.15,238581.32,802348992.25,13,44.641664940028086
anthropometrics,fvc,asian,BMI,-478.97,55.45,-8.64,0.0,-587.68,-370.26,238173.41,800977178.86,14,44.866127955429704
demographics,fvc,asian,English Language,-496.67,55.93,-8.88,0.0,-606.34,-387.0,237792.36,799695697.2,15,42.82869443101503
demographics,fvc,asian,Immigrant,-442.16,58.69,-7.53,0.0,-557.23,-327.09,237140.69,797504128.7,16,49.10329903078021
anthropometrics,fvc,asian,Leg Length,-450.64,58.79,-7.67,0.0,-565.9,-335.38,236810.43,796393464.0,17,48.127172686879845
demographics,fvc,asian,Health Insurance,-448.94,58.76,-7.64,0.0,-564.16,-333.73,236515.7,795402300.42,18,48.32285839261459
demographics,fvc,asian,Veteran,-449.97,58.75,-7.66,0.0,-565.16,-334.79,236293.63,794655490.52,19,48.20429587678707
anthropometrics,fvc,asian,Weight,-444.64,58.85,-7.56,0.0,-560.02,-329.25,236141.86,794145078.6,20,48.81782811888482
demographics,fvc,asian,Military Health,-445.45,58.86,-7.57,0.0,-560.85,-330.06,236063.63,793881975.89,21,48.72458963556415
demographics,fvc,asian,Married,-446.45,58.86,-7.58,0.0,-561.86,-331.05,235983.77,793613416.79,22,48.60948039689666
exposures,fvc,asian,Smoke Exposure,-448.03,58.88,-7.61,0.0,-563.48,-332.58,235910.47,793366912.21,23,48.42760779980201
demographics,fvc,asian,HS Graduate,-449.17,58.99,-7.61,0.0,-564.82,-333.52,235902.39,793339753.88,24,48.29638326772107
demographics,fvc,asian,Private Insurance,-448.64,59.03,-7.6,0.0,-564.38,-332.89,235897.85,793324468.44,25,48.35739116421484
demographics,fvc,asian,Household Size,-448.6,59.04,-7.6,0.0,-564.36,-332.84,235895.81,793317596.64,26,48.36199553376154
baseline,fvc,black,Baseline,-687.37,27.44,-25.05,0.0,-741.18,-633.57,351923.79,1183519700.21,0,-0.0
anthropometrics,fvc,black,Height,-685.45,23.31,-29.4,0.0,-731.16,-639.74,253912.68,853908347.28,8,0.2793255451939944
anthropometrics,fvc,black,Waist Circumference,-660.2,22.97,-28.74,0.0,-705.24,-615.15,244235.89,821365283.0,9,3.9527474286046758
anthropometrics,fvc,black,Sit Height,-540.1,27.78,-19.44,0.0,-594.56,-485.63,240143.03,807601020.46,10,21.425142208708554
anthropometrics,fvc,black,Arm Length,-546.07,27.83,-19.62,0.0,-600.64,-491.49,239591.52,805746278.18,11,20.556614341620957
demographics,fvc,black,Poverty Ratio,-536.79,27.99,-19.18,0.0,-591.66,-481.92,238991.75,803729248.6,12,21.906687810058635
anthropometrics,fvc,black,Arm Circumference,-520.25,28.8,-18.06,0.0,-576.72,-463.78,238581.32,802348992.25,13,24.31296099626111
anthropometrics,fvc,black,BMI,-531.9,29.19,-18.22,0.0,-589.14,-474.67,238173.41,800977178.86,14,22.618095057974603
demographics,fvc,black,English Language,-526.21,29.28,-17.97,0.0,-583.61,-468.81,237792.36,799695697.2,15,23.445887949721396
demographics,fvc,black,Immigrant,-521.63,29.28,-17.82,0.0,-579.03,-464.22,237140.69,797504128.7,16,24.112195760652924
anthropometrics,fvc,black,Leg Length,-514.65,29.44,-17.48,0.0,-572.37,-456.93,236810.43,796393464.0,17,25.12766050307695
demographics,fvc,black,Health Insurance,-513.04,29.44,-17.43,0.0,-570.76,-455.33,236515.7,795402300.42,18,25.361886611286504
demographics,fvc,black,Veteran,-512.69,29.43,-17.42,0.0,-570.39,-454.99,236293.63,794655490.52,19,25.412805330462483
anthropometrics,fvc,black,Weight,-510.72,29.45,-17.34,0.0,-568.47,-452.97,236141.86,794145078.6,20,25.699404978395908
demographics,fvc,black,Military Health,-510.47,29.45,-17.33,0.0,-568.22,-452.72,236063.63,793881975.89,21,25.735775492093044
demographics,fvc,black,Married,-508.21,29.53,-17.21,0.0,-566.11,-450.31,235983.77,793613416.79,22,26.06456493591516
exposures,fvc,black,Smoke Exposure,-506.11,29.6,-17.1,0.0,-564.15,-448.07,235910.47,793366912.21,23,26.370077250971093
demographics,fvc,black,HS Graduate,-505.41,29.68,-17.03,0.0,-563.6,-447.22,235902.39,793339753.88,24,26.471914689323068
demographics,fvc,black,Private Insurance,-505.05,29.72,-17.0,0.0,-563.31,-446.79,235897.85,793324468.44,25,26.524288229046945
demographics,fvc,black,Household Size,-504.76,29.77,-16.95,0.0,-563.13,-446.38,235895.81,793317596.64,26,26.566478024935623
baseline,fvc,hispanic,Baseline,-417.66,24.76,-16.87,0.0,-466.21,-369.11,351923.79,1183519700.21,0,-0.0
anthropometrics,fvc,hispanic,Height,-78.38,23.05,-3.4,0.0,-123.58,-33.19,253912.68,853908347.28,8,81.233539242446
anthropometrics,fvc,hispanic,Waist Circumference,-56.52,22.69,-2.49,0.01,-101.01,-12.03,244235.89,821365283.0,9,86.46746157161328
anthropometrics,fvc,hispanic,Sit Height,-16.96,23.1,-0.73,0.46,-62.26,28.34,240143.03,807601020.46,10,95.93928075468085
anthropometrics,fvc,hispanic,Arm Length,-14.9,23.09,-0.65,0.52,-60.18,30.38,239591.52,805746278.18,11,96.43250490829863
demographics,fvc,hispanic,Poverty Ratio,2.16,23.81,0.09,0.93,-44.51,48.84,238991.75,803729248.6,12,100.51716707369631
anthropometrics,fvc,hispanic,Arm Circumference,2.61,23.79,0.11,0.91,-44.03,49.26,238581.32,802348992.25,13,100.62491021404972
anthropometrics,fvc,hispanic,BMI,3.62,23.78,0.15,0.88,-43.0,50.24,238173.41,800977178.86,14,100.86673370684288
demographics,fvc,hispanic,English Language,-25.53,26.89,-0.95,0.34,-78.26,27.19,237792.36,799695697.2,15,93.88737250395057
demographics,fvc,hispanic,Immigrant,-5.29,27.67,-0.19,0.85,-59.55,48.97,237140.69,797504128.7,16,98.73341952784561
anthropometrics,fvc,hispanic,Leg Length,-8.66,27.7,-0.31,0.75,-62.98,45.66,236810.43,796393464.0,17,97.92654312119906
demographics,fvc,hispanic,Health Insurance,-9.33,27.69,-0.34,0.74,-63.62,44.97,236515.7,795402300.42,18,97.7661255566729
demographics,fvc,hispanic,Veteran,-11.3,27.71,-0.41,0.68,-65.62,43.02,236293.63,794655490.52,19,97.29445003112579
anthropometrics,fvc,hispanic,Weight,-10.76,27.7,-0.39,0.7,-65.08,43.55,236141.86,794145078.6,20,97.42374179954987
demographics,fvc,hispanic,Military Health,-11.06,27.7,-0.4,0.69,-65.38,43.26,236063.63,793881975.89,21,97.35191303931427
demographics,fvc,hispanic,Married,-11.15,27.7,-0.4,0.69,-65.47,43.17,235983.77,793613416.79,22,97.33036441124361
exposures,fvc,hispanic,Smoke Exposure,-11.73,27.71,-0.42,0.67,-66.06,42.6,235910.47,793366912.21,23,97.1914954747881
demographics,fvc,hispanic,HS Graduate,-10.95,27.81,-0.39,0.69,-65.47,43.58,235902.39,793339753.88,24,97.37825025140066
demographics,fvc,hispanic,Private Insurance,-10.75,27.82,-0.39,0.7,-65.3,43.81,235897.85,793324468.44,25,97.42613609155772
demographics,fvc,hispanic,Household Size,-10.38,27.91,-0.37,0.71,-65.1,44.34,235895.81,793317596.64,26,97.51472489584829
baseline,fvc,other,Baseline,-694.46,51.54,-13.48,0.0,-795.51,-593.42,351923.79,1183519700.21,0,-0.0
anthropometrics,fvc,other,Height,-399.12,44.54,-8.96,0.0,-486.46,-311.79,253912.68,853908347.28,8,42.52800737263485
anthropometrics,fvc,other,Waist Circumference,-430.14,43.78,-9.83,0.0,-515.97,-344.31,244235.89,821365283.0,9,38.0612274285056
anthropometrics,fvc,other,Sit Height,-396.62,43.64,-9.09,0.0,-482.19,-311.06,240143.03,807601020.46,10,42.88799930881549
anthropometrics,fvc,other,Arm Length,-389.6,43.67,-8.92,0.0,-475.22,-303.98,239591.52,805746278.18,11,43.89885666561069
demographics,fvc,other,Poverty Ratio,-375.39,43.9,-8.55,0.0,-461.45,-289.32,238991.75,803729248.6,12,45.94505083086139
anthropometrics,fvc,other,Arm Circumference,-375.1,43.87,-8.55,0.0,-461.1,-289.09,238581.32,802348992.25,13,45.986809895458336
anthropometrics,fvc,other,BMI,-375.25,43.83,-8.56,0.0,-461.2,-289.31,238173.41,800977178.86,14,45.965210379287505
demographics,fvc,other,English Language,-394.41,44.58,-8.85,0.0,-481.82,-307.0,237792.36,799695697.2,15,43.206232180399155
demographics,fvc,other,Immigrant,-349.88,46.89,-7.46,0.0,-441.81,-257.95,237140.69,797504128.7,16,49.61840854764854
anthropometrics,fvc,other,Leg Length,-350.76,46.86,-7.48,0.0,-442.64,-258.88,236810.43,796393464.0,17,49.49169138611296
demographics,fvc,other,Health Insurance,-349.73,46.84,-7.47,0.0,-441.58,-257.89,236515.7,795402300.42,18,49.640008063819366
demographics,fvc,other,Veteran,-350.92,46.83,-7.49,0.0,-442.74,-259.1,236293.63,794655490.52,19,49.46865190219739
anthropometrics,fvc,other,Weight,-346.5,46.92,-7.38,0.0,-438.5,-254.51,236141.86,794145078.6,20,50.10511764536474
demographics,fvc,other,Military Health,-345.56,46.93,-7.36,0.0,-437.58,-253.55,236063.63,793881975.89,21,50.240474613368654
demographics,fvc,other,Married,-345.32,46.93,-7.36,0.0,-437.33,-253.31,235983.77,793613416.79,22,50.275033839242006
exposures,fvc,other,Smoke Exposure,-343.81,46.95,-7.32,0.0,-435.86,-251.75,235910.47,793366912.21,23,50.4924689686951
demographics,fvc,other,HS Graduate,-344.04,46.96,-7.33,0.0,-436.12,-251.96,235902.39,793339753.88,24,50.45934971056648
demographics,fvc,other,Private Insurance,-343.13,47.11,-7.28,0.0,-435.49,-250.76,235897.85,793324468.44,25,50.59038677533624
demographics,fvc,other,Household Size,-343.04,47.12,-7.28,0.0,-435.42,-250.66,235895.81,793317596.64,26,50.603346485038735
