n_vars,group,target,index,cov,fraction,coef,std_err,t,p,mse
3,sociodemographics,fvc,black,High School Graduate,7.396317676018829,-643.29,39.49,-16.29,3.1617579965432833e-55,344711.4
4,sociodemographics,fvc,black,Married,9.238919199044144,-630.49,39.97,-15.78,3.954293093549587e-52,343831.76
5,sociodemographics,fvc,black,Household Size,10.855514129010892,-619.26,40.4,-15.33,1.667138437554463e-49,342775.12
6,sociodemographics,fvc,black,Veteran,10.546014654440237,-621.41,40.14,-15.48,2.1728568410150796e-50,342245.38
7,sociodemographics,fvc,black,Private Insurance,10.878546648048705,-619.1,40.24,-15.39,7.938829783756178e-50,342094.29
8,sociodemographics,fvc,black,Health Insurance,11.840154317877554,-612.42,40.65,-15.06,5.699913940090774e-48,341803.27
9,sociodemographics,fvc,black,English Language,12.021535405300359,-611.16,40.71,-15.01,1.152507828601772e-47,341719.74
10,sociodemographics,fvc,black,Military Health,12.012898210661168,-611.22,40.75,-15.0,1.3231319043499772e-47,341719.08
1,baseline,fev1,hispanic,Baseline,0.0,-264.45,28.11,-9.41,1.745019265813536e-20,200705.79
1,anthropometrics,fev1,hispanic,Height,83.81924749480054,-42.79,26.6,-1.61,0.10784474025238312,152278.29
2,anthropometrics,fev1,hispanic,Sit Height,87.40026470032143,-33.32,26.2,-1.27,0.20378372163502467,147631.29
3,anthropometrics,fev1,hispanic,Waist Circumference,92.58839100018908,-19.6,26.45,-0.74,0.4588400230959603,144978.65
4,anthropometrics,fev1,hispanic,Arm Length,96.43410852713178,-9.43,26.23,-0.36,0.7193150275517651,144997.01
5,anthropometrics,fev1,hispanic,Arm Circumference,93.67366231801853,-16.73,26.2,-0.64,0.5233154483986135,143423.6
6,anthropometrics,fev1,hispanic,BMI,94.17281149555681,-15.41,26.25,-0.59,0.5573274412576319,143145.46
7,anthropometrics,fev1,hispanic,Weight,94.56986197768954,-14.36,26.3,-0.55,0.5850889979020286,143706.69
1,exposures,fev1,hispanic,Smoke Exposure,0.2987332198903247,-263.66,28.1,-9.38,2.1893347964548694e-20,200390.76
2,exposures,fev1,hispanic,Work Mask,0.3705804499905318,-263.47,28.11,-9.37,2.3705370512537183e-20,200324.4
1,sociodemographics,fev1,hispanic,Income:Poverty,16.116468141425592,-221.83,29.18,-7.6,4.993328998874006e-14,197563.51
2,sociodemographics,fev1,hispanic,Immigrant,32.50141803743618,-178.5,31.38,-5.69,1.5253300334405263e-08,195877.94
3,sociodemographics,fev1,hispanic,High School Graduate,38.92607298166005,-161.51,32.07,-5.04,5.295722700966599e-07,195110.83
4,sociodemographics,fev1,hispanic,Household Size,42.851200605029305,-151.13,32.6,-4.64,3.84659826597625e-06,194458.11
5,sociodemographics,fev1,hispanic,Married,44.318396672338814,-147.25,32.41,-4.54,5.966873252520859e-06,193703.63
6,sociodemographics,fev1,hispanic,Veteran,43.70958593306863,-148.86,32.44,-4.59,4.805636632299489e-06,193537.74
7,sociodemographics,fev1,hispanic,Health Insurance,43.217999621856684,-150.16,32.51,-4.62,4.187938996666853e-06,193492.0
8,sociodemographics,fev1,hispanic,Private Insurance,44.961240310077514,-145.55,32.94,-4.42,1.06382602508307e-05,193397.59
9,sociodemographics,fev1,hispanic,English Language,43.53185857439969,-149.33,35.76,-4.18,3.1374674112331604e-05,193388.38
10,sociodemographics,fev1,hispanic,Military Health,43.50916997542068,-149.39,35.79,-4.17,3.153226238323539e-05,193387.89
1,baseline,fvc,hispanic,Baseline,0.0,-391.81,37.35,-10.49,6.332878206754065e-25,354362.95
1,anthropometrics,fvc,hispanic,Height,77.81577805569026,-86.92,35.01,-2.48,0.013130539743122572,263786.36
2,anthropometrics,fvc,hispanic,Sit Height,80.68961996886244,-75.66,34.42,-2.2,0.02806565995844998,254657.87
3,anthropometrics,fvc,hispanic,Waist Circumference,85.0335621857533,-58.64,34.66,-1.69,0.09086207784453235,249015.2
4,anthropometrics,fvc,hispanic,Arm Length,89.36474311528546,-41.67,34.42,-1.21,0.22623364164788087,249698.76
5,anthropometrics,fvc,hispanic,Arm Circumference,86.78185855389091,-51.79,34.27,-1.51,0.13099420409691742,245424.01
6,anthropometrics,fvc,hispanic,BMI,87.15704040223578,-50.32,34.39,-1.46,0.1436484601658365,245747.9
7,anthropometrics,fvc,hispanic,Weight,87.18766749189658,-50.2,34.51,-1.45,0.14598141870884623,247349.94
1,exposures,fvc,hispanic,Smoke Exposure,0.21694188509737442,-390.96,37.35,-10.47,7.907152942527819e-25,353995.59
2,exposures,fvc,hispanic,Work Mask,0.2705392920037779,-390.75,37.36,-10.46,8.590642726765835e-25,353918.25
1,sociodemographics,fvc,hispanic,Income:Poverty,14.912840407340294,-333.38,38.75,-8.6,1.8634983236580437e-17,348456.23
2,sociodemographics,fvc,hispanic,Immigrant,27.94977157295628,-282.3,41.71,-6.77,1.8409690403074246e-11,346113.58
3,sociodemographics,fvc,hispanic,High School Graduate,33.81230698552871,-259.33,42.63,-6.08,1.4739798972469604e-09,344711.4
4,sociodemographics,fvc,hispanic,Married,33.774023123452686,-259.48,42.59,-6.09,1.3918224354664426e-09,343831.76
5,sociodemographics,fvc,hispanic,Household Size,37.97759117939818,-243.01,43.35,-5.61,2.4527977578742953e-08,342775.12
6,sociodemographics,fvc,hispanic,Veteran,36.6708353538705,-248.13,43.13,-5.75,1.0566586594377986e-08,342245.38
7,sociodemographics,fvc,hispanic,Private Insurance,38.20729435185421,-242.11,43.74,-5.53,3.653321313464266e-08,342094.29
8,sociodemographics,fvc,hispanic,Health Insurance,38.85301549220285,-239.58,43.8,-5.47,5.2227579865714634e-08,341803.27
9,sociodemographics,fvc,hispanic,English Language,35.948546489369846,-250.96,47.54,-5.28,1.482162145641638e-07,341719.74
10,sociodemographics,fvc,hispanic,Military Health,35.966412291671986,-250.89,47.57,-5.27,1.5225604529664053e-07,341719.08
1,baseline,fev1,other,Baseline,0.0,-494.1,51.9,-9.52,6.305598397087403e-21,200705.79
1,anthropometrics,fev1,other,Height,39.210686095932,-300.36,46.15,-6.51,1.018300995625568e-10,152278.29
2,anthropometrics,fev1,other,Sit Height,41.337785873304995,-289.85,45.57,-6.36,2.629113143314849e-10,147631.29
3,anthropometrics,fev1,other,Waist Circumference,41.005869257235375,-291.49,45.16,-6.45,1.450392916375224e-10,144978.65
4,anthropometrics,fev1,other,Arm Length,40.392633070228705,-294.52,45.52,-6.47,1.309933756270246e-10,144997.01
5,anthropometrics,fev1,other,Arm Circumference,42.79498077312285,-282.65,45.06,-6.27,4.591972379164847e-10,143423.6
6,anthropometrics,fev1,other,BMI,42.647237401335765,-283.38,45.02,-6.29,3.9947479480538966e-10,143145.46
7,anthropometrics,fev1,other,Weight,42.84557781825542,-282.4,45.26,-6.24,5.632539092212235e-10,143706.69
1,exposures,fev1,other,Smoke Exposure,0.6577615867233353,-490.85,51.92,-9.45,1.1449939740047732e-20,200390.76
2,exposures,fev1,other,Work Mask,0.7630034405990768,-490.33,51.93,-9.44,1.282457764118969e-20,200324.4
1,sociodemographics,fev1,other,Income:Poverty,4.462659380692169,-472.05,51.7,-9.13,2.042819591646299e-19,197563.51
2,sociodemographics,fev1,other,Immigrant,25.496862983201783,-368.12,58.79,-6.26,4.913779125110138e-10,195877.94
3,sociodemographics,fev1,other,High School Graduate,25.02934628617689,-370.43,58.7,-6.31,3.617364007911721e-10,195110.83
4,sociodemographics,fev1,other,Household Size,25.419955474600286,-368.5,58.71,-6.28,4.4681305746277403e-10,194458.11
5,sociodemographics,fev1,other,Married,26.30034405990691,-364.15,58.56,-6.22,6.424177114101346e-10,193703.63
6,sociodemographics,fev1,other,Veteran,26.292248532685694,-364.19,58.55,-6.22,6.369145861174385e-10,193537.74
7,sociodemographics,fev1,other,Health Insurance,26.310463468933413,-364.1,58.56,-6.22,6.47934692379727e-10,193492.0
8,sociodemographics,fev1,other,Private Insurance,27.5531268973892,-357.96,58.99,-6.07,1.6239323300388825e-09,193397.59
9,sociodemographics,fev1,other,English Language,27.18073264521352,-359.8,59.4,-6.06,1.7295825446679662e-09,193388.38
10,sociodemographics,fev1,other,Military Health,27.194899817850636,-359.73,59.42,-6.05,1.7744297105916252e-09,193387.89
1,baseline,fvc,other,Baseline,0.0,-682.21,68.96,-9.89,2.0138145792302704e-22,354362.95
1,anthropometrics,fvc,other,Height,39.03343545242667,-415.92,60.74,-6.85,1.0752072550988916e-11,263786.36
2,anthropometrics,fvc,other,Sit Height,40.91995133463303,-403.05,59.85,-6.73,2.3022076175256128e-11,254657.87
3,anthropometrics,fvc,other,Waist Circumference,40.90089561865115,-403.18,59.19,-6.81,1.3743264846984033e-11,249015.2
4,anthropometrics,fvc,other,Arm Length,40.26619369402384,-407.51,59.74,-6.82,1.283424385973348e-11,249698.76
5,anthropometrics,fvc,other,Arm Circumference,43.089371307955034,-388.25,58.94,-6.59,6.137637337122812e-11,245424.01
6,anthropometrics,fvc,other,BMI,42.741970947362255,-390.62,58.99,-6.62,4.859870032413144e-11,245747.9
7,anthropometrics,fvc,other,Weight,43.118687794081005,-388.05,59.37,-6.54,8.559211990884019e-11,247349.94
1,exposures,fvc,other,Smoke Exposure,0.5130385072045265,-678.71,69.0,-9.84,3.431733480278085e-22,353995.59
2,exposures,fvc,other,Work Mask,0.5965904926635567,-678.14,69.03,-9.82,3.8148642372868885e-22,353918.25
1,sociodemographics,fvc,other,Income:Poverty,4.429721053634515,-651.99,68.66,-9.5,7.859427228063004e-21,348456.23
2,sociodemographics,fvc,other,Immigrant,22.390466278711834,-529.46,78.15,-6.78,1.7563421933535165e-11,346113.58
3,sociodemographics,fvc,other,High School Graduate,21.933129095146654,-532.58,78.02,-6.83,1.24795015768927e-11,344711.4
4,sociodemographics,fvc,other,Married,22.349423198135476,-529.74,77.96,-6.79,1.539740856360574e-11,343831.76
5,sociodemographics,fvc,other,Household Size,23.10578854018557,-524.58,78.01,-6.72,2.469609571181455e-11,342775.12
6,sociodemographics,fvc,other,Veteran,22.95334281233052,-525.62,77.86,-6.75,2.0683354444988664e-11,342245.38
7,sociodemographics,fvc,other,Private Insurance,23.826974098884516,-519.66,78.2,-6.65,4.169908843230868e-11,342094.29
8,sociodemographics,fvc,other,Health Insurance,24.845721991762066,-512.71,78.42,-6.54,8.446028603034052e-11,341803.27
9,sociodemographics,fvc,other,English Language,24.03218950176632,-518.26,78.95,-6.56,7.116096571779209e-11,341719.74
10,sociodemographics,fvc,other,Military Health,24.020462907315927,-518.34,78.99,-6.56,7.222358767408749e-11,341719.08
