n_vars,group,target,index,cov,fraction,coef,std_err,t,p,mse
12,anthropometrics,fev1,hispanic,Arm Circumference,105.82718850444319,15.41,29.1,0.53,0.5964048629210088,142406.1
13,anthropometrics,fev1,hispanic,BMI,105.50198525241066,14.55,29.12,0.5,0.6173523486355115,142187.12
14,sociodemographics,fev1,hispanic,English Language,104.19739081111742,11.1,31.68,0.35,0.7260649964607527,143488.51
15,sociodemographics,fev1,hispanic,Veteran,103.80034032898469,10.05,31.72,0.32,0.7513391269357884,143437.53
16,anthropometrics,fev1,hispanic,Weight,102.18188693514841,5.77,31.69,0.18,0.855506133477967,142580.58
17,sociodemographics,fev1,hispanic,Private Insurance,102.93439213461902,7.76,31.89,0.24,0.8077676769481126,143352.48
18,exposures,fev1,hispanic,Smoke Exposure,102.62431461523919,6.94,31.93,0.22,0.8278547438013526,143316.27
19,sociodemographics,fev1,hispanic,Military Health,102.59028171677066,6.85,31.94,0.21,0.830256403484139,143314.29
1,baseline,fev1,other,Baseline,0.0,-494.1,51.9,-9.52,6.305598397087403e-21,200705.79
1,anthropometrics,fev1,other,Height,39.210686095932,-300.36,46.15,-6.51,1.018300995625568e-10,152278.29
2,anthropometrics,fev1,other,Sit Height,41.337785873304995,-289.85,45.57,-6.36,2.629113143314849e-10,147631.29
3,anthropometrics,fev1,other,Waist Circumference,41.005869257235375,-291.49,45.16,-6.45,1.450392916375224e-10,144978.65
4,anthropometrics,fev1,other,Arm Length,40.392633070228705,-294.52,45.52,-6.47,1.309933756270246e-10,144997.01
5,sociodemographics,fev1,other,Immigrant,49.817850637522774,-247.95,50.92,-4.87,1.2352464235174984e-06,144824.98
6,sociodemographics,fev1,other,Income:Poverty,49.96559400930986,-247.22,50.9,-4.86,1.311625241925616e-06,144592.43
7,exposures,fev1,other,Work Mask,50.414895770087035,-245.0,50.91,-4.81,1.639738162213461e-06,144426.61
8,sociodemographics,fev1,other,Health Insurance,50.429062942724144,-244.93,50.91,-4.81,1.6473672068777226e-06,144311.91
9,sociodemographics,fev1,other,High School Graduate,50.19226877150375,-246.1,50.91,-4.83,1.473766129375661e-06,144183.48
10,sociodemographics,fev1,other,Married,50.335964379680235,-245.39,50.92,-4.82,1.5795121833617677e-06,144078.87
11,sociodemographics,fev1,other,Household Size,50.90467516697024,-242.58,50.98,-4.76,2.135289209156588e-06,143834.01
12,anthropometrics,fev1,other,Arm Circumference,51.77899210686096,-238.26,50.83,-4.69,3.005053371337802e-06,142406.1
13,anthropometrics,fev1,other,BMI,51.17587532888079,-241.24,50.76,-4.75,2.1928442649187466e-06,142187.12
14,sociodemographics,fev1,other,English Language,48.694596235579844,-253.5,51.35,-4.94,8.791986506762246e-07,143488.51
15,sociodemographics,fev1,other,Veteran,48.6642380085003,-253.65,51.35,-4.94,8.693405148816038e-07,143437.53
16,anthropometrics,fev1,other,Weight,50.501922687715044,-244.57,51.46,-4.75,2.1935402027581303e-06,142580.58
17,sociodemographics,fev1,other,Private Insurance,48.31815421979356,-255.36,51.73,-4.94,8.8202407684476e-07,143352.48
18,exposures,fev1,other,Smoke Exposure,48.56102003642988,-254.16,51.78,-4.91,1.0133990101142697e-06,143316.27
19,sociodemographics,fev1,other,Military Health,48.59137826350942,-254.01,51.8,-4.9,1.042066005205615e-06,143314.29
1,baseline,fvc,black,Baseline,0.0,-694.67,39.01,-17.81,9.674364548099348e-65,354362.95
1,anthropometrics,fvc,black,Height,-1.7245598629565144,-706.65,33.69,-20.97,3.163725229856593e-86,263786.36
2,anthropometrics,fvc,black,Sit Height,13.858378798566223,-598.4,37.08,-16.14,2.648817062802209e-54,254657.87
3,anthropometrics,fvc,black,Waist Circumference,19.469676249154276,-559.42,37.2,-15.04,7.998328689245942e-48,249015.2
4,anthropometrics,fvc,black,Arm Length,18.48071746296803,-566.29,37.46,-15.12,2.8774052326910736e-48,249698.76
5,sociodemographics,fvc,black,Income:Poverty,19.481192508673175,-559.34,37.55,-14.9,5.136775507018458e-47,249277.01
6,sociodemographics,fvc,black,Veteran,19.746066477608068,-557.5,37.55,-14.85,1.0010234064888503e-46,248911.31
7,exposures,fvc,black,Work Mask,19.782054788604658,-557.25,37.55,-14.84,1.0700590787755418e-46,248677.0
8,anthropometrics,fvc,black,Arm Circumference,21.11218276303856,-548.01,37.86,-14.48,1.214492119443025e-44,244470.64
9,anthropometrics,fvc,black,BMI,19.170253501662657,-561.5,38.27,-14.67,9.531349830121746e-46,244805.77
10,anthropometrics,fvc,black,Weight,19.633782947298716,-558.28,38.46,-14.52,7.180830709394017e-45,246352.88
11,sociodemographics,fvc,black,Married,20.906329624138067,-549.44,38.73,-14.19,4.8979047925758725e-43,247803.91
12,sociodemographics,fvc,black,English Language,21.29644291534109,-546.73,38.83,-14.08,1.829890302456436e-42,247644.01
13,sociodemographics,fvc,black,Immigrant,21.587228468193523,-544.71,38.86,-14.02,4.0336708746027174e-42,247410.07
14,sociodemographics,fvc,black,High School Graduate,22.214864611974022,-540.35,39.1,-13.82,4.747652376291154e-41,247249.54
15,sociodemographics,fvc,black,Health Insurance,22.507089697266316,-538.32,39.18,-13.74,1.3109908042039957e-40,247145.47
16,sociodemographics,fvc,black,Household Size,23.268602357954137,-533.03,39.57,-13.47,3.521493263432111e-39,246984.89
17,exposures,fvc,black,Smoke Exposure,22.983574934861153,-535.01,39.49,-13.55,1.3582709850471245e-39,247067.38
18,sociodemographics,fvc,black,Private Insurance,22.859775145032888,-535.87,39.85,-13.45,4.701183379217723e-39,247063.19
19,sociodemographics,fvc,black,Military Health,22.859775145032888,-535.87,39.87,-13.44,5.03878530046988e-39,247063.16
1,baseline,fvc,hispanic,Baseline,0.0,-391.81,37.35,-10.49,6.332878206754065e-25,354362.95
1,anthropometrics,fvc,hispanic,Height,77.81577805569026,-86.92,35.01,-2.48,0.013130539743122572,263786.36
2,anthropometrics,fvc,hispanic,Sit Height,80.68961996886244,-75.66,34.42,-2.2,0.02806565995844998,254657.87
3,anthropometrics,fvc,hispanic,Waist Circumference,85.0335621857533,-58.64,34.66,-1.69,0.09086207784453235,249015.2
4,anthropometrics,fvc,hispanic,Arm Length,89.36474311528546,-41.67,34.42,-1.21,0.22623364164788087,249698.76
5,sociodemographics,fvc,hispanic,Income:Poverty,92.90472422858018,-27.8,35.16,-0.79,0.4292897712326851,249277.01
6,sociodemographics,fvc,hispanic,Veteran,93.20333835277303,-26.63,35.16,-0.76,0.4489806729990833,248911.31
7,exposures,fvc,hispanic,Work Mask,93.4279370102856,-25.75,35.16,-0.73,0.46412807072777984,248677.0
8,anthropometrics,fvc,hispanic,Arm Circumference,90.52346800745259,-37.13,35.05,-1.06,0.28970877512048054,244470.64
9,anthropometrics,fvc,hispanic,BMI,90.7735892396825,-36.15,35.17,-1.03,0.3041213335401787,244805.77
10,anthropometrics,fvc,hispanic,Weight,90.87567953855185,-35.75,35.27,-1.01,0.3108790535030545,246352.88
11,sociodemographics,fvc,hispanic,Married,92.88175391133457,-27.89,35.25,-0.79,0.42900746752483465,247803.91
12,sociodemographics,fvc,hispanic,English Language,87.64707383680866,-48.4,40.78,-1.19,0.2354933600804563,247644.01
13,sociodemographics,fvc,hispanic,Immigrant,89.25754830147265,-42.09,41.1,-1.02,0.30595110444697954,247410.07
14,sociodemographics,fvc,hispanic,High School Graduate,90.61279701896328,-36.78,41.44,-0.89,0.3749406238474685,247249.54
15,sociodemographics,fvc,hispanic,Health Insurance,90.6306628212654,-36.71,41.45,-0.89,0.3758787543832943,247145.47
16,sociodemographics,fvc,hispanic,Household Size,92.00888185600164,-31.31,41.85,-0.75,0.45448325925252353,246984.89
17,exposures,fvc,hispanic,Smoke Exposure,91.05178530410147,-35.06,41.69,-0.84,0.40051348638161155,247067.38
18,sociodemographics,fvc,hispanic,Private Insurance,90.87567953855185,-35.75,41.92,-0.85,0.39392405798302366,247063.19
19,sociodemographics,fvc,hispanic,Military Health,90.87823179602358,-35.74,41.94,-0.85,0.39431810810051493,247063.16
1,baseline,fvc,other,Baseline,0.0,-682.21,68.96,-9.89,2.0138145792302704e-22,354362.95
1,anthropometrics,fvc,other,Height,39.03343545242667,-415.92,60.74,-6.85,1.0752072550988916e-11,263786.36
2,anthropometrics,fvc,other,Sit Height,40.91995133463303,-403.05,59.85,-6.73,2.3022076175256128e-11,254657.87
3,anthropometrics,fvc,other,Waist Circumference,40.90089561865115,-403.18,59.19,-6.81,1.3743264846984033e-11,249015.2
4,anthropometrics,fvc,other,Arm Length,40.26619369402384,-407.51,59.74,-6.82,1.283424385973348e-11,249698.76
5,sociodemographics,fvc,other,Income:Poverty,42.17176529221208,-394.51,59.35,-6.65,4.12938688102076e-11,249277.01
6,sociodemographics,fvc,other,Veteran,43.22129549552191,-387.35,59.52,-6.51,1.0221197968215484e-10,248911.31
7,exposures,fvc,other,Work Mask,43.50566541094384,-385.41,59.53,-6.47,1.2736971664324288e-10,248677.0
8,anthropometrics,fvc,other,Arm Circumference,45.23680391668255,-373.6,59.2,-6.31,3.618668732806825e-10,244470.64
9,anthropometrics,fvc,other,BMI,44.842497178288205,-376.29,59.24,-6.35,2.79152213838211e-10,244805.77
10,anthropometrics,fvc,other,Weight,45.30716348338488,-373.12,59.63,-6.26,5.062126557480894e-10,246352.88
11,sociodemographics,fvc,other,Married,43.89704050072559,-382.74,59.65,-6.42,1.8472887592120602e-10,247803.91
12,sociodemographics,fvc,other,English Language,41.15448322364082,-401.45,62.51,-6.42,1.785463339858653e-10,247644.01
13,sociodemographics,fvc,other,Immigrant,45.65602966828396,-370.74,67.46,-5.5,4.536769996950156e-08,247410.07
14,sociodemographics,fvc,other,High School Graduate,45.373125577168324,-372.67,67.48,-5.52,3.919400901932985e-08,247249.54
15,sociodemographics,fvc,other,Health Insurance,45.532900426554875,-371.58,67.51,-5.5,4.3310839112412755e-08,247145.47
16,sociodemographics,fvc,other,Household Size,45.911083097579926,-369.0,67.62,-5.46,5.6429842315838395e-08,246984.89
17,exposures,fvc,other,Smoke Exposure,45.73958165374299,-370.17,67.59,-5.48,5.0514768453175244e-08,247067.38
18,sociodemographics,fvc,other,Private Insurance,45.57101185851864,-371.32,67.98,-5.46,5.477004702721956e-08,247063.19
19,sociodemographics,fvc,other,Military Health,45.56808020990605,-371.34,68.02,-5.46,5.5580768869947344e-08,247063.16
